gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	cooccur_score
PRSS1	MIR3681HG	9	144	51	583	0.7144607843137255	-1	0.49650073634096475	-0.3040801030828384
PRSS1	DSCR9	13	140	46	588	1.1869565217391305	1	0.6084310828999645	0.21578860726349122
PRSS1	OR9G1	6	147	52	582	0.45682888540031397	-1	0.08351148964646285	-1.0782537694650984
PRSS1	AL022068.1	10	143	48	586	0.8537296037296037	-1	0.7333961466455822	-0.13466137620655438
PRSS1	AC079160.1	12	141	46	588	1.087881591119334	1	0.8629893088660763	0.06399458450405894
LINC01658	AC007402.1	26	121	111	529	1.0240488422306604	1	0.9044037960969922	0.04363762343800413
LINC01658	LILRA1	30	117	106	534	1.2917271407837445	1	0.2768853472167531	0.5577000265270411
LINC01658	HLA-DQA2	27	120	102	538	1.186764705882353	1	0.46072905406910714	0.3365543998071669
LINC01658	KIR3DL2	28	119	101	539	1.2556785090273734	1	0.3255511870566034	0.4873807167471485
LINC01658	HLA-C	30	117	96	544	1.452991452991453	1	0.13365793507007476	0.8740052527334943
LINC01658	AC109466.1	15	132	91	549	0.6855644355644356	-1	0.22879347815145157	-0.6405563594384776
LINC01658	MUC6	28	119	74	566	1.7996820349761526	1	0.020069469482151252	1.697464107533414
LINC01658	HLA-B	27	120	74	566	1.720945945945946	1	0.03922327215492166	1.4064561786552603
LINC01658	HLA-A	27	120	72	568	1.775	1	0.02651046240232322	1.5765826971244692
LINC01658	HLA-DQB2	22	125	75	565	1.3258666666666667	1	0.2690366214680706	0.5701885994809126
LINC01658	HLA-DRB5	21	126	76	564	1.236842105263158	1	0.4067190230093065	0.3907055143552771
LINC01658	PTCHD1-AS	15	132	81	559	0.7842312008978676	-1	0.4855184004516224	-0.31379430630556554
LINC01658	HLA-DQA1	19	128	71	569	1.1895906690140845	1	0.5651907877148621	0.2478049255163429
LINC01658	MIR4300HG	17	130	69	571	1.0821627647714605	1	0.770234671342951	0.11337693594177652
LINC01658	DISC1FP1	17	130	68	572	1.1	1	0.7682538683762239	0.11449524427012857
LINC01658	LILRB2	19	128	65	575	1.3131009615384615	1	0.37336535116583286	0.4278659876608828
LINC01658	LINC00871	13	134	70	570	0.7899786780383795	-1	0.5518408856127814	-0.25818612600575913
LINC01658	PKN2-AS1	14	133	68	572	0.8854489164086687	-1	0.76630826226129245	-0.11559649189712662
LINC01658	DUX4L4	16	131	65	575	1.080446271285966	1	0.7647585278359753	0.11647567149077354
LINC01658	OFCC1	15	132	64	576	1.0227272727272727	1	1	-0
LINC01658	LINC00276	18	129	61	579	1.3244376667937476	1	0.3603638037391659	0.4432588376313718
LINC01658	SGO1-AS1	12	135	67	573	0.7601990049751244	-1	0.4502035749299661	-0.34659106072112034
LINC01658	KIR3DL3	12	135	61	579	0.8437158469945355	-1	0.7524534016581705	-0.12352039012527632
LINC01658	HLA-DRB6	15	132	57	583	1.162280701754386	1	0.6344772539623267	0.19758394276662317
LINC01658	FRG1-DT	14	133	56	584	1.0977443609022557	1	0.7490168974587311	0.12550838471667733
LINC01658	TAS2R30	20	127	49	591	1.8994054314639242	1	0.03394555144397625	1.469217131837706
LINC01658	SOX2-OT	12	135	56	584	0.926984126984127	-1	1	0
LINC01658	RNF219-AS1	13	134	55	585	1.0318860244233379	1	0.8718821663080503	0.05954220541161157
LINC01658	TAS2R19	17	130	50	590	1.543076923076923	1	0.14250491743722393	0.8461701491361444
LINC01658	TEX41	11	136	56	584	0.8434873949579832	-1	0.7435759126223603	-0.12867468719576505
LINC01658	AC007389.1	6	141	59	581	0.41904075009015507	-1	0.04525142481559563	-1.3443677417668662
LINC01658	AL390334.1	12	135	53	587	0.9844863731656185	-1	1	0
LINC01658	AL357507.1	8	139	56	584	0.6002055498458376	-1	0.24077326376591	-0.6183917401866041
LINC01658	DAB1	8	139	56	584	0.6002055498458376	-1	0.24077326376591	-0.6183917401866041
LINC01658	MIR99AHG	11	136	52	588	0.9145927601809954	-1	0.8678369925649151	-0.06156184150295773
LINC01658	LINC01470	10	137	53	587	0.8084285911031538	-1	0.617112192174533	-0.2096358732229242
LINC01658	AC016205.1	13	134	48	592	1.1965174129353233	1	0.6077489763621803	0.21627576397065043
LINC01658	LINC00907	8	139	53	587	0.6374372200352926	-1	0.30550645364082935	-0.5149796111137457
LINC01658	MIR3681HG	11	136	49	591	0.9755402160864346	-1	1	0
LINC01658	DSCR9	12	135	47	593	1.1215130023640663	1	0.7290223711724448	0.13725914448356896
LINC01658	OR9G1	17	130	41	599	1.9105065666041277	1	0.03621231009241788	1.4411437693451372
LINC01658	AL022068.1	8	139	50	590	0.67913669064748206	-1	0.38410159051252446	-0.41555389447662905
LINC01658	AC079160.1	9	138	49	591	0.7866015971606034	-1	0.602610173384093	-0.21996354075546154
AC007402.1	LILRA1	19	118	117	533	0.7335216572504708	-1	0.26555534753535787	-0.5758449486914108
AC007402.1	HLA-DQA2	23	114	106	544	1.0354187355180404	1	0.8991179817003642	0.04618331667664343
AC007402.1	KIR3DL2	20	117	109	541	0.8484278209048851	-1	0.6120512560842903	-0.21321220644519653
AC007402.1	HLA-C	23	114	103	547	1.0714529041049226	1	0.7979045415806224	0.09804906296578035
AC007402.1	AC109466.1	55	82	51	599	7.877809660449546	1	4.71992277096955e-19	18.326065107386285
AC007402.1	MUC6	16	121	86	564	0.8671920046127234	-1	0.6770255179916609	-0.16939496187008285
AC007402.1	HLA-B	24	113	77	573	1.5805079875876336	1	0.09044378831293688	1.0436212551618445
AC007402.1	HLA-A	22	115	77	573	1.4236024844720496	1	0.20113534096038885	0.6965116139602396
AC007402.1	HLA-DQB2	13	124	84	566	0.7064132104454686	-1	0.3174985478743723	-0.49825825667622387
AC007402.1	HLA-DRB5	19	118	78	572	1.1807909604519775	1	0.5673722117399128	0.24613193851469553
AC007402.1	PTCHD1-AS	54	83	42	608	9.418244406196214	1	6.345369482734594e-21	20.197543084421778
AC007402.1	HLA-DQA1	15	122	75	575	0.9426229508196722	-1	1	0
AC007402.1	MIR4300HG	43	94	43	607	6.457446808510638	1	8.607270937914622e-14	13.065134526186274
AC007402.1	DISC1FP1	44	93	41	609	7.027537372147915	1	7.219578684887056e-15	14.141488145943871
AC007402.1	LILRB2	15	122	69	581	1.0352815395580899	1	0.879636816939746	0.05569660166328006
AC007402.1	LINC00871	43	94	40	610	6.976063829787234	1	1.5760909000761144e-14	13.802418738456222
AC007402.1	PKN2-AS1	41	96	41	609	6.34375	1	4.0069182652011267e-13	12.397189516397889
AC007402.1	DUX4L4	15	122	66	584	1.0879284649776453	1	0.7581212195408592	0.12026134744361396
AC007402.1	OFCC1	36	101	43	607	5.031545014966613	1	5.414127034085068e-10	9.266471558400216
AC007402.1	LINC00276	35	102	44	606	4.725935828877005	1	2.6755867826714575e-9	8.572580958117458
AC007402.1	SGO1-AS1	35	102	44	606	4.725935828877005	1	2.6755867826714575e-9	8.572580958117458
AC007402.1	KIR3DL3	17	120	56	594	1.5026785714285715	1	0.19325612354019742	0.7138667360767338
AC007402.1	HLA-DRB6	12	125	60	590	0.944	-1	1	0
AC007402.1	FRG1-DT	7	130	63	587	0.5017094017094017	-1	0.09878025022331888	-1.0053298780482407
AC007402.1	TAS2R30	17	120	52	598	1.6291666666666667	1	0.09884903135745253	1.0050275820728627
AC007402.1	SOX2-OT	36	101	32	618	6.883663366336633	1	1.735877072608207e-12	11.760481032948809
AC007402.1	RNF219-AS1	37	100	31	619	7.388064516129032	1	2.423317271829694e-13	12.61558972231132
AC007402.1	TAS2R19	11	126	56	594	0.9260204081632653	-1	1	0
AC007402.1	TEX41	31	106	36	614	4.987945492662474	1	7.4294558311278905e-9	8.1290429948791445
AC007402.1	AC007389.1	36	101	29	621	7.632639125981564	1	2.6597593863243194e-13	12.575157649804316
AC007402.1	AL390334.1	33	104	32	618	6.1280048076923075	1	8.649837885912481e-11	10.06299203194714
AC007402.1	AL357507.1	36	101	28	622	7.917963224893918	1	1.3722694211276995e-13	12.862560614123387
AC007402.1	DAB1	38	99	26	624	9.212121212121213	1	1.881080113001622e-15	14.725592707961777
AC007402.1	MIR99AHG	29	108	34	616	4.864923747276689	1	2.9609692926026985e-8	7.528566096535846
AC007402.1	LINC01470	34	103	29	621	7.068630733177101	1	4.0588456184201475e-12	11.39159746712157
AC007402.1	AC016205.1	33	104	28	622	7.048763736263736	1	8.338935435967643e-12	11.078889388666202
AC007402.1	LINC00907	35	102	26	624	8.235294117647058	1	1.4280404745231784e-13	12.845259483307064
AC007402.1	MIR3681HG	30	107	30	620	5.794392523364486	1	1.254234128475388e-9	8.901621385982228
AC007402.1	DSCR9	11	126	48	602	1.0949074074074074	1	0.8580977341507643	0.06646324480270287
AC007402.1	OR9G1	15	122	43	607	1.7356080823484559	1	0.10288154760931716	0.9876625114384054
AC007402.1	AL022068.1	36	101	22	628	10.174617461746175	1	1.642724446281814e-15	14.784435279836803
AC007402.1	AC079160.1	33	104	25	625	7.9326923076923075	1	1.184729617801306e-12	11.926380754207008
LILRA1	HLA-DQA2	29	107	100	551	1.4933644859813084	1	0.09767965165242114	1.010195897852087
LILRA1	KIR3DL2	22	114	107	544	0.9811444499098213	-1	1	0
LILRA1	HLA-C	19	117	107	544	0.8256250499241153	-1	0.5225023598900543	-0.2819117437146806
LILRA1	AC109466.1	16	120	90	561	0.8311111111111111	-1	0.5826718271628876	-0.23457598002807228
LILRA1	MUC6	19	117	83	568	1.1113170631242921	1	0.6753618449126848	0.17046347880861962
LILRA1	HLA-B	20	116	81	570	1.2132822477650065	1	0.48153112094275796	0.31737563955305115
LILRA1	HLA-A	20	116	79	572	1.248363160192056	1	0.3963506831105014	0.40192038896328863
LILRA1	HLA-DQB2	24	112	73	578	1.6966731898238747	1	0.04450064053660298	1.3516337377941232
LILRA1	HLA-DRB5	17	119	80	571	1.019642857142857	1	1	-0
LILRA1	PTCHD1-AS	14	122	82	569	0.796281487405038	-1	0.5643556558937074	-0.24844711815876
LILRA1	HLA-DQA1	17	119	73	578	1.1311154598825832	1	0.657819307112234	0.18189338404695896
LILRA1	MIR4300HG	19	117	67	584	1.4154866692180126	1	0.22645731593705531	0.6450136444234174
LILRA1	DISC1FP1	11	125	74	577	0.6861621621621622	-1	0.2914958826079046	-0.5353675752902012
LILRA1	LILRB2	16	120	68	583	1.1431372549019607	1	0.6476914737142339	0.18863182001146434
LILRA1	LINC00871	10	126	73	578	0.6283974777125462	-1	0.2198530720680353	-0.6578674614844647
LILRA1	PKN2-AS1	15	121	67	584	1.080547674848896	1	0.7592994930472441	0.11958689008238621
LILRA1	DUX4L4	20	116	61	590	1.667608818541549	1	0.08614728576748489	1.0647584012661384
LILRA1	OFCC1	15	121	64	587	1.1370092975206612	1	0.6401838171824265	0.19369530831935092
LILRA1	LINC00276	12	124	67	584	0.8435243139142995	-1	0.7535679349235391	-0.12287758949071056
LILRA1	SGO1-AS1	6	130	73	578	0.3654373024236038	-1	0.017520913120874032	-1.7564432638629686
LILRA1	KIR3DL3	14	122	59	592	1.1514309530425118	1	0.6277878359418878	0.20218710347270005
LILRA1	HLA-DRB6	14	122	58	593	1.1732617297908423	1	0.6238747958832411	0.2049025592164588
LILRA1	FRG1-DT	18	118	52	599	1.7571707953063884	1	0.06672038679083883	1.1757414446748733
LILRA1	TAS2R30	10	126	59	592	0.7963411353241862	-1	0.618508754798366	-0.2086541486885207
LILRA1	SOX2-OT	16	120	52	599	1.535897435897436	1	0.17793611549415067	0.7497358947044164
LILRA1	RNF219-AS1	12	124	56	595	1.028225806451613	1	0.8682665825598873	0.061346913579556996
LILRA1	TAS2R19	14	122	53	598	1.2947726569749458	1	0.40070415162417944	0.39717615789639527
LILRA1	TEX41	11	125	56	595	0.935	-1	1	0
LILRA1	AC007389.1	10	126	55	596	0.86002886002886	-1	0.8638363195133655	-0.06356854023683672
LILRA1	AL390334.1	9	127	56	595	0.7529527559055118	-1	0.6067246372171864	-0.21700836933775913
LILRA1	AL357507.1	7	129	57	594	0.565483476132191	-1	0.2254846602866195	-0.6468829978191745
LILRA1	DAB1	7	129	57	594	0.565483476132191	-1	0.2254846602866195	-0.6468829978191745
LILRA1	MIR99AHG	13	123	50	601	1.2704065040650407	1	0.48667198404634304	0.3127636538063846
LILRA1	LINC01470	7	129	56	595	0.5765503875968992	-1	0.2237554557766404	-0.6502263665827643
LILRA1	AC016205.1	11	125	50	601	1.05776	1	0.8604264710207901	0.06528623700910192
LILRA1	LINC00907	7	129	54	597	0.5999138673557278	-1	0.2888268571338754	-0.5393624254973797
LILRA1	MIR3681HG	8	128	52	599	0.7199519230769231	-1	0.47989532191038253	-0.3188534836129197
LILRA1	DSCR9	8	128	51	600	0.7352941176470589	-1	0.590481704762443	-0.22879355384014496
LILRA1	OR9G1	12	124	46	605	1.2727910238429172	1	0.47159775114255703	0.32642827454536816
LILRA1	AL022068.1	6	130	52	599	0.5316568047337278	-1	0.20458475215982708	-0.6891267376796503
LILRA1	AC079160.1	7	129	51	600	0.6383948928408573	-1	0.36638589685421397	-0.43606125180624195
HLA-DQA2	KIR3DL2	23	106	106	552	1.129939480242079	1	0.6050449499581623	0.21821235957293933
HLA-DQA2	HLA-C	20	109	106	552	0.9555132421672148	-1	1	0
HLA-DQA2	AC109466.1	21	108	85	573	1.3107843137254902	1	0.3234961224463266	0.49013092059112673
HLA-DQA2	MUC6	22	107	80	578	1.4855140186915887	1	0.15069222205328517	0.8219091631234079
HLA-DQA2	HLA-B	17	112	84	574	1.037202380952381	1	0.8858950410179902	0.05261772936227399
HLA-DQA2	HLA-A	19	110	80	578	1.2479545454545455	1	0.4672619463760576	0.3304395863025243
HLA-DQA2	HLA-DQB2	28	101	69	589	2.366480126273497	1	0.0010631053353015814	2.9734237022934416
HLA-DQA2	HLA-DRB5	18	111	79	579	1.1885049606568594	1	0.558002020538592	0.2533642284689226
HLA-DQA2	PTCHD1-AS	18	111	78	580	1.2058212058212059	1	0.5557318360743919	0.2551347231797165
HLA-DQA2	HLA-DQA1	20	109	70	588	1.5412844036697249	1	0.1293123745260942	0.8883599133930039
HLA-DQA2	MIR4300HG	14	115	72	586	0.9908212560386473	-1	1	0
HLA-DQA2	DISC1FP1	20	109	65	593	1.6739590684544814	1	0.063869108255632	1.1947091474456144
HLA-DQA2	LILRB2	13	116	71	587	0.9265420106847985	-1	0.8774068319911388	-0.05679898825281951
HLA-DQA2	LINC00871	17	112	66	592	1.3614718614718615	1	0.2757448617728982	0.5594925714515718
HLA-DQA2	PKN2-AS1	17	112	65	593	1.3847527472527472	1	0.270373105179563	0.5680365111513488
HLA-DQA2	DUX4L4	14	115	67	591	1.0738481505515898	1	0.8739591320404354	0.05850887531102137
HLA-DQA2	OFCC1	18	111	61	597	1.587062472308374	1	0.11024795297355038	0.9576294655385338
HLA-DQA2	LINC00276	13	116	66	592	1.0052246603970743	1	1	-0
HLA-DQA2	SGO1-AS1	21	108	58	600	2.0114942528735633	1	0.015319304348144009	1.8147609556317363
HLA-DQA2	KIR3DL3	16	113	57	601	1.4929358795218133	1	0.18523969033188026	0.7322659536944909
HLA-DQA2	HLA-DRB6	14	115	58	600	1.2593703148425788	1	0.5032878374592571	0.2981835647114527
HLA-DQA2	FRG1-DT	13	116	57	601	1.1816394434361766	1	0.6121395896820468	0.21314953191324498
HLA-DQA2	TAS2R30	18	111	51	607	1.9300476947535772	1	0.027372396779054363	1.5626871732751382
HLA-DQA2	SOX2-OT	16	113	52	606	1.6501021102791014	1	0.12083581812975812	0.9178043131455007
HLA-DQA2	RNF219-AS1	16	113	52	606	1.6501021102791014	1	0.12083581812975812	0.9178043131455007
HLA-DQA2	TAS2R19	14	115	53	605	1.3896636587366693	1	0.3014113939279366	0.5208403345479268
HLA-DQA2	TEX41	14	115	53	605	1.3896636587366693	1	0.3014113939279366	0.5208403345479268
HLA-DQA2	AC007389.1	12	117	53	605	1.1707789066279632	1	0.6024409790005373	0.22008549439615918
HLA-DQA2	AL390334.1	12	117	53	605	1.1707789066279632	1	0.6024409790005373	0.22008549439615918
HLA-DQA2	AL357507.1	10	119	54	604	0.9399315281668222	-1	1	0
HLA-DQA2	DAB1	13	116	51	607	1.3338404327248141	1	0.3791588727976762	0.42117877651776636
HLA-DQA2	MIR99AHG	13	116	50	608	1.3627586206896551	1	0.3737899084908326	0.427372427799098
HLA-DQA2	LINC01470	12	117	51	607	1.2207139265962796	1	0.5937885055040563	0.2263682136858778
HLA-DQA2	AC016205.1	18	111	43	615	2.319296040226273	1	0.006583899289968516	2.1815168208919986
HLA-DQA2	LINC00907	10	119	51	607	1.0001647717910693	1	1	-0
HLA-DQA2	MIR3681HG	14	115	46	612	1.6196597353497164	1	0.14563814921784987	0.8367248487547257
HLA-DQA2	DSCR9	8	121	51	607	0.7869064981364446	-1	0.714220380612643	-0.1461677611702306
HLA-DQA2	OR9G1	9	120	49	609	0.9321428571428572	-1	1	0
HLA-DQA2	AL022068.1	7	122	51	607	0.6828993892639023	-1	0.4612692709908787	-0.33604547642058996
HLA-DQA2	AC079160.1	11	118	47	611	1.2118644067796611	1	0.5809026220794239	0.2358966632000411
KIR3DL2	HLA-C	18	111	108	550	0.8258258258258259	-1	0.5992746518088237	-0.2223740917551619
KIR3DL2	AC109466.1	19	110	87	571	1.1336468129571577	1	0.6722254743675016	0.17248503371776605
KIR3DL2	MUC6	20	109	82	576	1.2888789438353099	1	0.3889962840058419	0.41005454737214814
KIR3DL2	HLA-B	14	115	87	571	0.799000499750125	-1	0.5647828967806862	-0.2481184634191378
KIR3DL2	HLA-A	20	109	79	579	1.3447915456973638	1	0.3085528517720993	0.5106704353031908
KIR3DL2	HLA-DQB2	15	114	82	576	0.9242618741976893	-1	0.8840829057500702	-0.05350700668206877
KIR3DL2	HLA-DRB5	15	114	82	576	0.9242618741976893	-1	0.8840829057500702	-0.05350700668206877
KIR3DL2	PTCHD1-AS	18	111	78	580	1.2058212058212059	1	0.5557318360743919	0.2551347231797165
KIR3DL2	HLA-DQA1	18	111	72	586	1.3198198198198199	1	0.3631054548051459	0.4399672267853165
KIR3DL2	MIR4300HG	20	109	66	592	1.6458159577425633	1	0.08796059094905206	1.0557118615639727
KIR3DL2	DISC1FP1	19	110	66	592	1.5493112947658403	1	0.12168340540237543	0.9147686447245732
KIR3DL2	LILRB2	16	113	68	590	1.22852680895367	1	0.5321737548568132	0.2739465473004473
KIR3DL2	LINC00871	18	111	65	593	1.4794178794178794	1	0.2082244681602123	0.6814682385017925
KIR3DL2	PKN2-AS1	15	114	67	591	1.1606441476826395	1	0.6364959226778221	0.19620437404362423
KIR3DL2	DUX4L4	12	117	69	589	0.8755109624674842	-1	0.7537983432484305	-0.1227448214086415
KIR3DL2	OFCC1	21	108	58	600	2.0114942528735633	1	0.015319304348144009	1.8147609556317363
KIR3DL2	LINC00276	19	110	60	598	1.7215151515151514	1	0.07611681000331269	1.1185194209497658
KIR3DL2	SGO1-AS1	16	113	63	595	1.337266470009833	1	0.33677042753321096	0.47266605174191795
KIR3DL2	KIR3DL3	13	116	60	598	1.1169540229885058	1	0.740086001911358	0.13071781001860633
KIR3DL2	HLA-DRB6	18	111	54	604	1.8138138138138138	1	0.04508297046808157	1.3459874764902766
KIR3DL2	FRG1-DT	13	116	57	601	1.1816394434361766	1	0.6121395896820468	0.21314953191324498
KIR3DL2	TAS2R30	14	115	55	603	1.334703557312253	1	0.3935538295283765	0.4049958572864291
KIR3DL2	SOX2-OT	12	117	56	602	1.1025641025641026	1	0.7334682532731996	0.13461867899403784
KIR3DL2	RNF219-AS1	13	116	55	603	1.2286833855799373	1	0.4962121964590599	0.3043325653564902
KIR3DL2	TAS2R19	19	110	48	610	2.195075757575758	1	0.009085694536176844	2.0416418683889748
KIR3DL2	TEX41	18	111	49	609	2.0154440154440154	1	0.023496005303906446	1.6290059684491205
KIR3DL2	AC007389.1	16	113	49	609	1.7597977243994942	1	0.07833026337890298	1.106070413176378
KIR3DL2	AL390334.1	13	116	52	606	1.3060344827586208	1	0.3859661459772829	0.4134507866754947
KIR3DL2	AL357507.1	12	117	52	606	1.1952662721893492	1	0.5975618123143465	0.22361716425670428
KIR3DL2	DAB1	15	114	49	609	1.6353383458646618	1	0.11481920151577213	0.9399854776608733
KIR3DL2	MIR99AHG	13	116	50	608	1.3627586206896551	1	0.3737899084908326	0.427372427799098
KIR3DL2	LINC01470	11	118	52	606	1.0863754889178618	1	0.8589438898219279	0.06603520536156818
KIR3DL2	AC016205.1	12	117	49	609	1.2747252747252746	1	0.4720016933755295	0.3260564432677575
KIR3DL2	LINC00907	12	117	49	609	1.2747252747252746	1	0.4720016933755295	0.3260564432677575
KIR3DL2	MIR3681HG	14	115	46	612	1.6196597353497164	1	0.14563814921784987	0.8367248487547257
KIR3DL2	DSCR9	11	118	48	610	1.184675141242938	1	0.5865727412744811	0.2316781230621535
KIR3DL2	OR9G1	13	116	45	613	1.5266283524904214	1	0.19879559551064224	0.7015932420041677
KIR3DL2	AL022068.1	8	121	50	608	0.8039669421487603	-1	0.7132011162518571	-0.1467879857691976
KIR3DL2	AC079160.1	12	117	46	612	1.3645484949832776	1	0.3578459544279222	0.4463038882713637
HLA-C	AC109466.1	16	110	90	571	0.9228282828282828	-1	0.887059577311795	-0.05204721080090871
HLA-C	MUC6	17	109	85	576	1.0568807339449542	1	0.8848804083063306	0.05311542028770937
HLA-C	HLA-B	28	98	73	588	2.3013698630136985	1	0.0012309590869941161	2.9097563813399834
HLA-C	HLA-A	16	110	83	578	1.0129244249726177	1	1	-0
HLA-C	HLA-DQB2	18	108	79	582	1.2278481012658229	1	0.46100464909684513	0.3362946948556344
HLA-C	HLA-DRB5	13	113	84	577	0.790244416350611	-1	0.5544038028307633	-0.25617379942303203
HLA-C	PTCHD1-AS	17	109	79	582	1.148995470909302	1	0.6557881585552638	0.18323642957049094
HLA-C	HLA-DQA1	17	109	73	588	1.2562523564157346	1	0.44505190215068635	0.3515893384500104
HLA-C	MIR4300HG	18	108	68	593	1.4534313725490196	1	0.21145895175763577	0.6747739250044121
HLA-C	DISC1FP1	13	113	72	589	0.941125860373648	-1	1	0
HLA-C	LILRB2	14	112	70	591	1.0553571428571429	1	0.8749744571160428	0.05800462502965509
HLA-C	LINC00871	13	113	70	591	0.9713021491782554	-1	1	0
HLA-C	PKN2-AS1	17	109	65	596	1.4300635144671843	1	0.2639141861648368	0.5785372645449378
HLA-C	DUX4L4	15	111	66	595	1.2182637182637182	1	0.5226337184604923	0.2818025745762802
HLA-C	OFCC1	10	116	69	592	0.7396301849075462	-1	0.5170001212134394	-0.286509355083385
HLA-C	LINC00276	12	114	67	594	0.9332285938727416	-1	1	0
HLA-C	SGO1-AS1	14	112	65	596	1.146153846153846	1	0.6297306769018706	0.20084514982213403
HLA-C	KIR3DL3	10	116	63	598	0.8182813355227149	-1	0.7372266555797209	-0.13239897057463862
HLA-C	HLA-DRB6	10	116	62	599	0.8328698553948832	-1	0.7363979102827645	-0.13288745258783802
HLA-C	FRG1-DT	11	115	59	602	0.9759764185703759	-1	1	0
HLA-C	TAS2R30	12	114	57	604	1.1154201292705448	1	0.7317207883038598	0.13565460641609955
HLA-C	SOX2-OT	10	116	58	603	0.8962544589774079	-1	0.8636752692373791	-0.06364951595570073
HLA-C	RNF219-AS1	15	111	53	608	1.5502294747577767	1	0.16607854853167645	0.7796864593966539
HLA-C	TAS2R19	8	118	59	602	0.6917552427463373	-1	0.38917009266057234	-0.4098605422257549
HLA-C	TEX41	9	117	58	603	0.7997347480106101	-1	0.7271288648140207	-0.13838861483814568
HLA-C	AC007389.1	13	113	52	609	1.3473451327433628	1	0.37677280871798063	0.42392044730657213
HLA-C	AL390334.1	10	116	55	606	0.9498432601880877	-1	1	0
HLA-C	AL357507.1	10	116	54	607	0.969029374201788	-1	0.9999999999999999	-4.821637332766436e-17
HLA-C	DAB1	12	114	52	609	1.2327935222672064	1	0.5928118406617796	0.22708313046274167
HLA-C	MIR99AHG	15	111	48	613	1.7257882882882882	1	0.10435718491388468	0.9814776447199158
HLA-C	LINC01470	8	118	55	606	0.746995377503852	-1	0.5908584239861865	-0.2285165682681441
HLA-C	AC016205.1	9	117	52	609	0.900887573964497	-1	1	0
HLA-C	LINC00907	11	115	50	611	1.1688695652173913	1	0.7155902982607981	0.1453355560872836
HLA-C	MIR3681HG	9	117	51	610	0.9200603318250377	-1	1	0
HLA-C	DSCR9	16	110	43	618	2.0904862579281183	1	0.024890052832209096	1.6039741815467894
HLA-C	OR9G1	8	118	50	611	0.8284745762711865	-1	0.7137801923085305	-0.14643550806215017
HLA-C	AL022068.1	11	115	47	614	1.2495837187789085	1	0.5757075774743847	0.23979805431478993
HLA-C	AC079160.1	9	117	49	612	0.9607535321821036	-1	0.9999999999999999	-4.821637332766436e-17
AC109466.1	MUC6	12	94	90	591	0.8382978723404255	-1	0.7555849977702433	-0.12171667363305343
AC109466.1	HLA-B	17	89	84	597	1.3575441412520064	1	0.27754985152197703	0.5566590006621631
AC109466.1	HLA-A	17	89	82	599	1.3953137845985202	1	0.26958258840980226	0.5693081611045785
AC109466.1	HLA-DQB2	14	92	83	598	1.0963855421686748	1	0.7514584454564793	0.12409503025727738
AC109466.1	HLA-DRB5	12	94	85	596	0.8951188986232791	-1	0.873922479791586	-0.05852708920985665
AC109466.1	PTCHD1-AS	48	58	48	633	10.913793103448276	1	2.5282378105790407e-21	20.597182077951075
AC109466.1	HLA-DQA1	14	92	76	605	1.2113844393592677	1	0.5139516670866052	0.28907772089684997
AC109466.1	MIR4300HG	37	69	49	632	6.916296953564034	1	2.8101715145503566e-13	12.55126717278189
AC109466.1	DISC1FP1	42	64	43	638	9.736918604651162	1	4.427947622881391e-18	17.35379752492704
AC109466.1	LILRB2	12	94	72	609	1.0797872340425532	1	0.8654952444826152	0.06273531404004055
AC109466.1	LINC00871	40	66	43	638	8.992248062015504	1	1.2430920817198048e-16	15.905496699916993
AC109466.1	PKN2-AS1	37	69	45	636	7.578743961352657	1	4.1785988784265715e-14	13.378969316639811
AC109466.1	DUX4L4	13	93	68	613	1.2601201771030992	1	0.49135431038745087	0.3086052297630228
AC109466.1	OFCC1	34	72	45	636	6.674074074074074	1	3.691102359347447e-12	11.432843911053768
AC109466.1	LINC00276	38	68	41	640	8.723098995695839	1	1.0655751067072458e-15	14.972415933768705
AC109466.1	SGO1-AS1	36	70	43	638	7.630564784053156	1	7.148670176351116e-14	13.145774739847445
AC109466.1	KIR3DL3	13	93	60	621	1.446774193548387	1	0.27856955850171145	0.5550663441111208
AC109466.1	HLA-DRB6	11	95	61	620	1.1768766177739431	1	0.5902279643557198	0.22898021795081416
AC109466.1	FRG1-DT	6	100	64	617	0.5784375	-1	0.2707987015524706	-0.5673534223722293
AC109466.1	TAS2R30	13	93	56	625	1.560099846390169	1	0.19419228484864445	0.7117680283632332
AC109466.1	SOX2-OT	33	73	35	646	8.343639921722113	1	1.1119999287489568e-13	12.953895240581241
AC109466.1	RNF219-AS1	36	70	32	649	10.430357142857142	1	1.363136876906221e-16	15.865460533086495
AC109466.1	TAS2R19	5	101	62	619	0.4942510380070265	-1	0.1877656677600798	-0.7263838139091611
AC109466.1	TEX41	28	78	39	642	5.909270216962525	1	1.2201934202071478e-9	8.91357132123466
AC109466.1	AC007389.1	34	72	31	650	9.901433691756273	1	2.072528019067061e-15	14.68349958939339
AC109466.1	AL390334.1	33	73	32	649	9.168236301369863	1	1.977419385602145e-14	13.70390121255938
AC109466.1	AL357507.1	28	78	36	645	6.431623931623932	1	3.2303904065730694e-10	9.4907449881412
AC109466.1	DAB1	30	76	34	647	7.511609907120743	1	6.563139564749611e-12	11.182888360400069
AC109466.1	MIR99AHG	27	79	36	645	6.1234177215189876	1	1.3061347940946606e-9	8.884012001230396
