Kids_First_Biospecimen_ID	status_latest	region	region_type	status_previous
BS_A4KYP5H0	gain	NOXA1	gene	loss
BS_A4KYP5H0	gain	MRPL41	gene	loss
BS_A4KYP5H0	gain	ARRDC1	gene	loss
BS_A4KYP5H0	gain	EHMT1	gene	loss
BS_A4KYP5H0	gain	COL5A1-AS1	gene	loss
BS_A4KYP5H0	gain	MIR3689C	gene	loss
BS_A4KYP5H0	gain	MIR3689A	gene	loss
BS_A4KYP5H0	gain	MIR3689D1	gene	loss
BS_A4KYP5H0	gain	MIR3689B	gene	loss
BS_A4KYP5H0	gain	MIR3689D2	gene	loss
BS_A4KYP5H0	gain	MIR3689E	gene	loss
BS_A4KYP5H0	gain	MIR3689F	gene	loss
BS_A4KYP5H0	gain	FCN1	gene	loss
BS_A4KYP5H0	gain	PPP1R26-AS1	gene	loss
BS_A4KYP5H0	gain	C9orf116	gene	loss
BS_A4KYP5H0	gain	LOC101928525	gene	loss
BS_A4KYP5H0	gain	GLT6D1	gene	loss
BS_A4KYP5H0	gain	SOHLH1	gene	loss
BS_A4KYP5H0	gain	CAMSAP1	gene	loss
BS_A4KYP5H0	gain	UBAC1	gene	loss
BS_A4KYP5H0	gain	NACC2	gene	loss
BS_A4KYP5H0	gain	TMEM250	gene	loss
BS_A4KYP5H0	gain	LHX3	gene	loss
BS_A4KYP5H0	gain	QSOX2	gene	loss
BS_A4KYP5H0	gain	CCDC187	gene	loss
BS_A4KYP5H0	gain	DKFZP434A062	gene	loss
BS_A4KYP5H0	gain	DNLZ	gene	loss
BS_A4KYP5H0	gain	CARD9	gene	loss
BS_A4KYP5H0	gain	SNAPC4	gene	loss
BS_A4KYP5H0	gain	ENTR1	gene	loss
BS_A4KYP5H0	gain	INPP5E	gene	loss
BS_A4KYP5H0	gain	SEC16A	gene	loss
BS_A4KYP5H0	gain	NOTCH1	gene	loss
BS_A4KYP5H0	gain	MIR4673	gene	loss
BS_A4KYP5H0	gain	MIR4674	gene	loss
BS_A4KYP5H0	gain	LINC01451	gene	loss
BS_A4KYP5H0	gain	HSPC324	gene	loss
BS_A4KYP5H0	gain	AGPAT2	gene	loss
BS_A4KYP5H0	gain	SNHG7	gene	loss
BS_A4KYP5H0	gain	SNORA17B	gene	loss
BS_A4KYP5H0	gain	SNORA17A	gene	loss
BS_A4KYP5H0	gain	LCN10	gene	loss
BS_A4KYP5H0	gain	LCN6	gene	loss
BS_A4KYP5H0	gain	MIR6722	gene	loss
BS_A4KYP5H0	gain	LCN8	gene	loss
BS_A4KYP5H0	gain	LCN15	gene	loss
BS_A4KYP5H0	gain	CCDC183-AS1	gene	loss
BS_A4KYP5H0	gain	EDF1	gene	loss
BS_A4KYP5H0	gain	FBXW5	gene	loss
BS_A4KYP5H0	gain	CLIC3	gene	loss
BS_A4KYP5H0	gain	ABCA2	gene	loss
BS_A4KYP5H0	gain	FUT7	gene	loss
BS_A4KYP5H0	gain	NPDC1	gene	loss
BS_A4KYP5H0	gain	ENTPD2	gene	loss
BS_A4KYP5H0	gain	SAPCD2	gene	loss
BS_A4KYP5H0	gain	MAN1B1-DT	gene	loss
BS_A4KYP5H0	gain	DPP7	gene	loss
BS_A4KYP5H0	gain	LRRC26	gene	loss
BS_A4KYP5H0	gain	MIR3621	gene	loss
BS_A4KYP5H0	gain	TMEM210	gene	loss
BS_A4KYP5H0	gain	ANAPC2	gene	loss
BS_A4KYP5H0	gain	TPRN	gene	loss
BS_A4KYP5H0	gain	TMEM203	gene	loss
BS_A4KYP5H0	gain	RNF208	gene	loss
BS_A4KYP5H0	gain	FAM166A	gene	loss
BS_A4KYP5H0	gain	STPG3-AS1	gene	loss
BS_A4KYP5H0	gain	NRARP	gene	loss
BS_A4KYP5H0	gain	EXD3	gene	loss
BS_A4KYP5H0	gain	ENTPD8	gene	loss
BS_A4KYP5H0	gain	NSMF	gene	loss
BS_A4KYP5H0	gain	MIR7114	gene	loss
BS_A4KYP5H0	gain	PNPLA7	gene	loss
BS_A4KYP5H0	gain	DPH7	gene	loss
BS_A4KYP5H0	gain	ZMYND19	gene	loss
BS_A4KYP5H0	gain	ARRDC1-AS1	gene	loss
BS_A4KYP5H0	gain	LOC651337	gene	loss
BS_AHAXPFG3	gain	ANKFN1	gene	loss
BS_AWV1EDYB	gain	SPDYE16	gene	loss
BS_BFDEZK1C	unstable	17q	arm	loss
BS_BFDEZK1C	gain	18q	arm	loss
BS_BFDEZK1C	gain	20p	arm	loss
BS_BFDEZK1C	gain	20q	arm	loss
BS_BFDEZK1C	gain	4p	arm	loss
BS_BFDEZK1C	gain	4q	arm	loss
BS_BFDEZK1C	gain	7p	arm	loss
BS_BFDEZK1C	gain	7q	arm	loss
BS_BFDEZK1C	unstable	16p13.3	cytoband	loss
BS_BFDEZK1C	gain	16p13.2	cytoband	loss
BS_BFDEZK1C	gain	16p13.13	cytoband	loss
BS_BFDEZK1C	gain	16p13.12	cytoband	loss
BS_BFDEZK1C	gain	16p12.1	cytoband	loss
BS_BFDEZK1C	gain	16q12.1	cytoband	loss
BS_BFDEZK1C	gain	16q12.2	cytoband	loss
BS_BFDEZK1C	gain	16q13	cytoband	loss
BS_BFDEZK1C	gain	16q21	cytoband	loss
BS_BFDEZK1C	gain	16q22.1	cytoband	loss
BS_BFDEZK1C	gain	17p13.2	cytoband	loss
BS_BFDEZK1C	gain	17p13.1	cytoband	loss
BS_BFDEZK1C	gain	17p12	cytoband	loss
BS_BFDEZK1C	unstable	17p11.2	cytoband	loss
BS_BFDEZK1C	gain	18p11.31	cytoband	loss
BS_BFDEZK1C	gain	18p11.23	cytoband	loss
BS_BFDEZK1C	gain	18p11.22	cytoband	loss
BS_BFDEZK1C	gain	NPIPA3	gene	loss
BS_BFDEZK1C	gain	NPIPA2	gene	loss
BS_BFDEZK1C	gain	HS3ST2	gene	loss
BS_BFDEZK1C	gain	SCNN1G	gene	loss
BS_BFDEZK1C	gain	SCNN1B	gene	loss
BS_BFDEZK1C	gain	UBFD1	gene	loss
BS_BFDEZK1C	gain	DCTN5	gene	loss
BS_BFDEZK1C	gain	PLK1	gene	loss
BS_BFDEZK1C	gain	CHP2	gene	loss
BS_BFDEZK1C	gain	USP31	gene	loss
BS_BFDEZK1C	gain	COG7	gene	loss
BS_BFDEZK1C	gain	GGA2	gene	loss
BS_BFDEZK1C	gain	EARS2	gene	loss
BS_BFDEZK1C	gain	NDUFAB1	gene	loss
BS_BFDEZK1C	gain	PALB2	gene	loss
BS_BFDEZK1C	gain	ERN2	gene	loss
BS_BFDEZK1C	gain	CD2BP2-DT	gene	loss
BS_BFDEZK1C	gain	MYLPF	gene	loss
BS_BFDEZK1C	gain	ZNF48	gene	loss
BS_BFDEZK1C	gain	ZNF771	gene	loss
BS_BFDEZK1C	gain	ITGAL	gene	loss
BS_BFDEZK1C	gain	MIR4518	gene	loss
BS_BFDEZK1C	gain	LOC107984875	gene	loss
BS_BFDEZK1C	gain	PRR14	gene	loss
BS_BFDEZK1C	gain	FBRS	gene	loss
BS_BFDEZK1C	gain	SRCAP	gene	loss
BS_BFDEZK1C	gain	SNORA30	gene	loss
BS_BFDEZK1C	gain	TMEM265	gene	loss
BS_BFDEZK1C	gain	PHKG2	gene	loss
BS_BFDEZK1C	gain	RNF40	gene	loss
BS_BFDEZK1C	gain	MIR762HG	gene	loss
BS_BFDEZK1C	gain	MIR762	gene	loss
BS_BFDEZK1C	gain	CTF1	gene	loss
BS_BFDEZK1C	gain	FBXL19	gene	loss
BS_BFDEZK1C	gain	ORAI3	gene	loss
BS_BFDEZK1C	gain	SETD1A	gene	loss
BS_BFDEZK1C	gain	HSD3B7	gene	loss
BS_BFDEZK1C	gain	STX4	gene	loss
BS_BFDEZK1C	gain	ZNF646	gene	loss
BS_BFDEZK1C	gain	BCKDK	gene	loss
BS_BFDEZK1C	gain	KAT8	gene	loss
BS_BFDEZK1C	gain	FUS	gene	loss
BS_BFDEZK1C	gain	PYCARD-AS1	gene	loss
BS_BFDEZK1C	gain	TRIM72	gene	loss
BS_BFDEZK1C	gain	ITGAM	gene	loss
BS_BFDEZK1C	gain	ITGAX	gene	loss
BS_BFDEZK1C	gain	ITGAD	gene	loss
BS_BFDEZK1C	gain	ARMC5	gene	loss
BS_BFDEZK1C	gain	TGFB1I1	gene	loss
BS_BFDEZK1C	gain	SLC5A2	gene	loss
BS_BFDEZK1C	gain	AHSP	gene	loss
BS_BFDEZK1C	gain	CLUHP3	gene	loss
BS_BFDEZK1C	gain	ZNF720	gene	loss
BS_BFDEZK1C	gain	ZNF267	gene	loss
BS_BFDEZK1C	gain	SMG1P5	gene	loss
BS_BFDEZK1C	gain	CD2BP2	gene	loss
BS_BFDEZK1C	gain	TBC1D10B	gene	loss
BS_BFDEZK1C	gain	SEPTIN1	gene	loss
BS_BFDEZK1C	gain	SNORA80C	gene	loss
BS_BFDEZK1C	gain	DCTPP1	gene	loss
BS_BFDEZK1C	gain	SEPHS2	gene	loss
BS_BFDEZK1C	gain	ZNF768	gene	loss
BS_BFDEZK1C	gain	ZNF747	gene	loss
BS_BFDEZK1C	gain	ZNF764	gene	loss
BS_BFDEZK1C	gain	ZNF688	gene	loss
BS_BFDEZK1C	gain	ZNF785	gene	loss
BS_BFDEZK1C	gain	ZNF689	gene	loss
BS_BFDEZK1C	gain	LOC730183	gene	loss
BS_BFDEZK1C	gain	CCDC189	gene	loss
BS_BFDEZK1C	gain	ZNF629	gene	loss
BS_BFDEZK1C	gain	BCL7C	gene	loss
BS_BFDEZK1C	gain	MIR4519	gene	loss
BS_BFDEZK1C	gain	FBXL19-AS1	gene	loss
BS_BFDEZK1C	gain	STX1B	gene	loss
BS_BFDEZK1C	gain	ZNF668	gene	loss
BS_BFDEZK1C	gain	PRSS53	gene	loss
BS_BFDEZK1C	gain	VKORC1	gene	loss
BS_BFDEZK1C	gain	PRSS8	gene	loss
BS_BFDEZK1C	gain	PRSS36	gene	loss
BS_BFDEZK1C	gain	PYCARD	gene	loss
BS_BFDEZK1C	gain	PYDC1	gene	loss
BS_BFDEZK1C	gain	COX6A2	gene	loss
BS_BFDEZK1C	gain	ZNF843	gene	loss
BS_BFDEZK1C	gain	C16orf58	gene	loss
BS_BFDEZK1C	gain	FRG2KP	gene	loss
BS_BFDEZK1C	gain	VN1R3	gene	loss
BS_BFDEZK1C	gain	DNAJA2	gene	loss
BS_BFDEZK1C	gain	HYDIN	gene	loss
BS_BFDEZK1C	gain	C17orf97	gene	loss
BS_BFDEZK1C	gain	TLCD3A	gene	loss
BS_BFDEZK1C	gain	DBIL5P	gene	loss
BS_BFDEZK1C	gain	MRM3	gene	loss
BS_BFDEZK1C	gain	LOC101927727	gene	loss
BS_BFDEZK1C	gain	TIMM22	gene	loss
BS_BFDEZK1C	gain	BHLHA9	gene	loss
BS_BFDEZK1C	gain	TRARG1	gene	loss
BS_BFDEZK1C	gain	PITPNA-AS1	gene	loss
BS_BFDEZK1C	gain	WDR81	gene	loss
BS_BFDEZK1C	gain	SERPINF2	gene	loss
BS_BFDEZK1C	gain	SERPINF1	gene	loss
BS_BFDEZK1C	gain	RPA1	gene	loss
BS_BFDEZK1C	gain	LOC105371485	gene	loss
BS_BFDEZK1C	gain	DPH1	gene	loss
BS_BFDEZK1C	gain	OVCA2	gene	loss
BS_BFDEZK1C	gain	HIC1	gene	loss
BS_BFDEZK1C	gain	LOC101927839	gene	loss
BS_BFDEZK1C	gain	SRR	gene	loss
BS_BFDEZK1C	gain	SGSM2	gene	loss
BS_BFDEZK1C	gain	PAFAH1B1	gene	loss
BS_BFDEZK1C	gain	LOC105371592	gene	loss
BS_BFDEZK1C	gain	RAP1GAP2	gene	loss
BS_BFDEZK1C	gain	OR1E3	gene	loss
BS_BFDEZK1C	gain	OR1A2	gene	loss
BS_BFDEZK1C	gain	OR1A1	gene	loss
BS_BFDEZK1C	gain	OR1D4	gene	loss
BS_BFDEZK1C	gain	OR3A4P	gene	loss
BS_BFDEZK1C	gain	RPH3AL	gene	loss
BS_BFDEZK1C	gain	LOC105371430	gene	loss
BS_BFDEZK1C	gain	RFLNB	gene	loss
BS_BFDEZK1C	gain	VPS53	gene	loss
BS_BFDEZK1C	gain	GEMIN4	gene	loss
BS_BFDEZK1C	gain	GLOD4	gene	loss
BS_BFDEZK1C	gain	NXN	gene	loss
BS_BFDEZK1C	gain	ABR	gene	loss
BS_BFDEZK1C	gain	MIR3183	gene	loss
BS_BFDEZK1C	gain	YWHAE	gene	loss
BS_BFDEZK1C	gain	CRK	gene	loss
BS_BFDEZK1C	gain	MYO1C	gene	loss
BS_BFDEZK1C	gain	INPP5K	gene	loss
BS_BFDEZK1C	gain	PITPNA	gene	loss
BS_BFDEZK1C	gain	SLC43A2	gene	loss
BS_BFDEZK1C	gain	SCARF1	gene	loss
BS_BFDEZK1C	gain	RILP	gene	loss
BS_BFDEZK1C	gain	PRPF8	gene	loss
BS_BFDEZK1C	gain	TLCD2	gene	loss
BS_BFDEZK1C	gain	MIR22HG	gene	loss
BS_BFDEZK1C	gain	MIR22	gene	loss
BS_BFDEZK1C	gain	SMYD4	gene	loss
BS_BFDEZK1C	gain	RTN4RL1	gene	loss
BS_BFDEZK1C	gain	MIR132	gene	loss
BS_BFDEZK1C	gain	MIR212	gene	loss
BS_BFDEZK1C	gain	SMG6	gene	loss
BS_BFDEZK1C	gain	TSR1	gene	loss
BS_BFDEZK1C	gain	SNORD91B	gene	loss
BS_BFDEZK1C	gain	SNORD91A	gene	loss
BS_BFDEZK1C	gain	MNT	gene	loss
BS_BFDEZK1C	gain	METTL16	gene	loss
BS_BFDEZK1C	gain	CLUH	gene	loss
BS_BFDEZK1C	gain	MIR6776	gene	loss
BS_BFDEZK1C	gain	MIR1253	gene	loss
BS_BFDEZK1C	gain	LOC101927911	gene	loss
BS_BFDEZK1C	gain	OR1D5	gene	loss
BS_BFDEZK1C	gain	OR1D2	gene	loss
BS_BFDEZK1C	gain	OR1G1	gene	loss
BS_BFDEZK1C	gain	LOC100288728	gene	loss
BS_BFDEZK1C	gain	OR3A2	gene	loss
BS_BFDEZK1C	gain	OR3A1	gene	loss
BS_BFDEZK1C	gain	OR1E1	gene	loss
BS_BFDEZK1C	gain	ADCYAP1	gene	loss
BS_BFDEZK1C	gain	NDC80	gene	loss
BS_BFDEZK1C	gain	SMCHD1	gene	loss
BS_BFDEZK1C	gain	LINC01928	gene	loss
BS_BFDEZK1C	gain	LINC01255	gene	loss
BS_BFDEZK1C	gain	SLC35G4	gene	loss
BS_BFDEZK1C	gain	GNAL	gene	loss
BS_BFDEZK1C	gain	CHMP1B	gene	loss
BS_BFDEZK1C	gain	IMPA2	gene	loss
BS_BFDEZK1C	gain	ANKRD62	gene	loss
BS_BFDEZK1C	gain	CIDEA	gene	loss
BS_BFDEZK1C	gain	TUBB6	gene	loss
BS_BFDEZK1C	gain	PRELID3A	gene	loss
BS_BFDEZK1C	gain	PSMG2	gene	loss
BS_BFDEZK1C	gain	SEH1L	gene	loss
BS_BFDEZK1C	gain	CEP192	gene	loss
BS_BFDEZK1C	gain	LDLRAD4	gene	loss
BS_BFDEZK1C	gain	C18orf15	gene	loss
BS_BFDEZK1C	gain	MIR5190	gene	loss
BS_BFDEZK1C	gain	MIR4526	gene	loss
BS_BFDEZK1C	gain	RNMT	gene	loss
BS_BFDEZK1C	gain	MC5R	gene	loss
BS_BFDEZK1C	gain	LINC01904	gene	loss
BS_BFDEZK1C	gain	METTL4	gene	loss
BS_BFDEZK1C	gain	CBX3P2	gene	loss
BS_BFDEZK1C	gain	MIR7153	gene	loss
BS_BFDEZK1C	gain	MPPE1	gene	loss
BS_BFDEZK1C	gain	AFG3L2	gene	loss
BS_BFDEZK1C	gain	SPIRE1	gene	loss
BS_BFDEZK1C	gain	CEP76	gene	loss
BS_BFDEZK1C	gain	PTPN2	gene	loss
BS_BFDEZK1C	gain	LDLRAD4-AS1	gene	loss
BS_BFDEZK1C	gain	FAM210A	gene	loss
BS_BFDEZK1C	gain	MC2R	gene	loss
BS_BFDEZK1C	gain	ZNF519	gene	loss
BS_BFDEZK1C	gain	PRKCB	gene	loss
BS_BFDEZK1C	gain	VAC14	gene	loss
BS_BFDEZK1C	gain	EMILIN2	gene	loss
BS_BFDEZK1C	gain	PIEZO2	gene	loss
BS_BQWMQM2Y	gain	CSNK1G1	gene	loss
BS_BQWMQM2Y	loss	ZNF609	gene	gain
BS_BQWMQM2Y	gain	ZNF609	gene	loss
BS_BQWMQM2Y	gain	LRRK1	gene	loss
BS_BQWMQM2Y	gain	TMC7	gene	loss
BS_BQWMQM2Y	gain	SYT17	gene	loss
BS_BQWMQM2Y	gain	EFCAB3	gene	loss
BS_C19DFVR5	gain	RXYLT1	gene	loss
BS_C19DFVR5	loss	RXYLT1	gene	gain
BS_C19DFVR5	gain	TAOK3	gene	loss
BS_C19DFVR5	loss	SRRM4	gene	gain
BS_C19DFVR5	loss	TAOK3	gene	gain
BS_C19DFVR5	gain	SRRM4	gene	loss
BS_C19DFVR5	gain	CCDC60	gene	loss
BS_C19DFVR5	gain	LOC105370027	gene	loss
BS_C19DFVR5	loss	CCDC60	gene	gain
BS_C19DFVR5	loss	LOC105370027	gene	gain
BS_C19DFVR5	gain	PPAT	gene	loss
BS_C19DFVR5	loss	PPAT	gene	gain
BS_C19DFVR5	loss	MUC7	gene	gain
BS_C19DFVR5	gain	MUC7	gene	loss
BS_C19DFVR5	loss	PPM1H	gene	gain
BS_C19DFVR5	gain	PPM1H	gene	loss
BS_CBMAWSAR	gain	GNG4	gene	loss
BS_CBMAWSAR	gain	RFXANK	gene	loss
BS_CBMAWSAR	gain	LINC01331	gene	loss
BS_CBMAWSAR	gain	RASGRF2	gene	loss
BS_CBMAWSAR	gain	LHFPL2	gene	loss
BS_CBMAWSAR	loss	PTK2	gene	gain
BS_D59VEERR	gain	RHEX	gene	loss
BS_DE26D072	gain	RBPMS	gene	loss
BS_DE26D072	gain	CSMD3	gene	loss
BS_DE26D072	gain	CPSF1	gene	loss
BS_EJV0N3BX	loss	MPPED2-AS1	gene	gain
BS_EJV0N3BX	gain	MPPED2-AS1	gene	loss
BS_EJV0N3BX	gain	DCDC1	gene	loss
BS_EJV0N3BX	loss	DCDC1	gene	gain
BS_EP25TTAG	gain	SRGAP1	gene	loss
BS_EP25TTAG	loss	SRGAP1	gene	gain
BS_EP25TTAG	loss	KDM4C	gene	gain
BS_EP25TTAG	gain	KDM4C	gene	loss
BS_EP25TTAG	gain	DENND4C	gene	loss
BS_EP25TTAG	loss	DENND4C	gene	gain
BS_EP25TTAG	gain	FBXO10	gene	loss
BS_EP25TTAG	loss	DCAF10	gene	gain
BS_EP25TTAG	loss	FBXO10	gene	gain
BS_EP25TTAG	gain	DCAF10	gene	loss
BS_EP25TTAG	gain	SHB	gene	loss
BS_EP25TTAG	loss	SHB	gene	gain
BS_EP25TTAG	gain	GNAZ	gene	loss
BS_EP25TTAG	gain	RSPH14	gene	loss
BS_EP25TTAG	loss	GNAZ	gene	gain
BS_EP25TTAG	loss	RSPH14	gene	gain
BS_EP25TTAG	gain	PTPRD	gene	loss
BS_EP25TTAG	loss	PTPRD	gene	gain
BS_EP25TTAG	loss	ADAMTSL1	gene	gain
BS_EP25TTAG	gain	ADAMTSL1	gene	loss
BS_EP25TTAG	gain	LINGO2	gene	loss
BS_EP25TTAG	loss	LINGO2	gene	gain
BS_EPM623G4	gain	MGAM	gene	loss
BS_EPM623G4	loss	MGAM	gene	gain
BS_F8K4VQMF	gain	NOD1	gene	loss
BS_FKQ7F6D1	gain	18q	arm	loss
BS_FKQ7F6D1	unstable	8q24.3	cytoband	loss
BS_FKQ7F6D1	gain	LDLRAD4	gene	loss
BS_FKQ7F6D1	gain	C18orf15	gene	loss
BS_FKQ7F6D1	gain	MIR5190	gene	loss
BS_FKQ7F6D1	gain	MIR4526	gene	loss
BS_FKQ7F6D1	gain	RNMT	gene	loss
BS_FKQ7F6D1	gain	MC5R	gene	loss
BS_FKQ7F6D1	gain	LDLRAD4-AS1	gene	loss
BS_FKQ7F6D1	gain	FAM210A	gene	loss
BS_FKQ7F6D1	gain	MC2R	gene	loss
BS_FKQ7F6D1	gain	PPFIA3	gene	loss
BS_FKQ7F6D1	loss	PPFIA3	gene	gain
BS_FKQ7F6D1	loss	IL4I1	gene	gain
BS_FKQ7F6D1	gain	IL4I1	gene	loss
BS_FKQ7F6D1	gain	VRK3	gene	loss
BS_FKQ7F6D1	loss	VRK3	gene	gain
BS_FKQ7F6D1	loss	POLD1	gene	gain
BS_FKQ7F6D1	gain	POLD1	gene	loss
BS_FKQ7F6D1	gain	JOSD2	gene	loss
BS_FKQ7F6D1	loss	JOSD2	gene	gain
BS_FKQ7F6D1	loss	SLC30A8	gene	gain
BS_FKQ7F6D1	gain	SLC30A8	gene	loss
BS_FKQ7F6D1	loss	PCAT2	gene	gain
BS_FKQ7F6D1	gain	PCAT2	gene	loss
BS_FKQ7F6D1	gain	LOC401478	gene	loss
BS_FKQ7F6D1	gain	FAM135B	gene	loss
BS_FKQ7F6D1	gain	COL22A1	gene	loss
BS_GKPVZXYP	loss	SLC12A3	gene	gain
BS_GKPVZXYP	gain	SLC12A3	gene	loss
BS_GKPVZXYP	gain	MED13	gene	loss
BS_GKPVZXYP	gain	LINC01482	gene	loss
BS_GKPVZXYP	gain	TEAD3	gene	loss
BS_GKPVZXYP	gain	GNG11	gene	loss
BS_GWPJKM7G	unstable	2q	arm	loss
BS_H1K33JVK	unstable	17q	arm	loss
BS_H1K33JVK	unstable	7q	arm	loss
BS_H1K33JVK	unstable	17p11.2	cytoband	loss
BS_H8NWA41N	gain	CR1	gene	loss
BS_HEJ72V3F	unstable	17q	arm	loss
BS_HEJ72V3F	gain	1q22	cytoband	loss
BS_HEJ72V3F	gain	1q23.1	cytoband	loss
BS_HEJ72V3F	gain	1q23.2	cytoband	loss
BS_HEJ72V3F	gain	1q23.3	cytoband	loss
BS_HEJ72V3F	gain	1q24.1	cytoband	loss
BS_HEJ72V3F	gain	1q24.2	cytoband	loss
BS_HEJ72V3F	gain	1q24.3	cytoband	loss
BS_HEJ72V3F	gain	1q25.1	cytoband	loss
BS_HEJ72V3F	gain	1q25.2	cytoband	loss
BS_HEJ72V3F	gain	1q25.3	cytoband	loss
BS_HEJ72V3F	gain	1q31.1	cytoband	loss
BS_HEJ72V3F	gain	1q31.2	cytoband	loss
BS_HEJ72V3F	gain	1q31.3	cytoband	loss
BS_HEJ72V3F	gain	1q32.1	cytoband	loss
BS_HEJ72V3F	unstable	1q32.2	cytoband	loss
BS_HEJ72V3F	gain	RSPH10B	gene	loss
BS_HM5GFJN8	unstable	14q	arm	loss
BS_HZHEF797	gain	LYPLAL1-DT	gene	loss
BS_HZHEF797	gain	MKX	gene	loss
BS_HZHEF797	loss	MKX	gene	gain
BS_HZHEF797	gain	SLC8A1-AS1	gene	loss
BS_JB3J82ZK	gain	COL20A1	gene	loss
BS_JB3J82ZK	loss	COL20A1	gene	gain
BS_JRFVST47	gain	ST8SIA1	gene	loss
BS_JRFVST47	gain	ADAMTSL3	gene	loss
BS_JRFVST47	gain	CHSY1	gene	loss
BS_JRFVST47	loss	UBE2L3	gene	gain
BS_JRFVST47	gain	UBE2L3	gene	loss
BS_JRFVST47	gain	SLC5A1	gene	loss
BS_JRFVST47	gain	SYN3	gene	loss
BS_K07KNTFY	gain	2p	arm	loss
BS_K07KNTFY	unstable	2q	arm	loss
BS_K07KNTFY	gain	TTYH1	gene	loss
BS_K07KNTFY	loss	TTYH1	gene	gain
BS_K07KNTFY	gain	RBPMS	gene	loss
BS_KAD49R68	gain	RCAN1	gene	loss
BS_KAD49R68	gain	RUNX1	gene	loss
BS_KAD49R68	gain	PRDM15	gene	loss
BS_KAD49R68	gain	PTTG1IP	gene	loss
BS_KAD49R68	gain	PPM1F	gene	loss
BS_KAZENYZE	gain	MPV17L	gene	loss
BS_KAZENYZE	gain	TMC7	gene	loss
BS_KAZENYZE	gain	UQCRC2	gene	loss
BS_KAZENYZE	gain	CDR2	gene	loss
BS_KAZENYZE	gain	WWP2	gene	loss
BS_KAZENYZE	gain	HYDIN	gene	loss
BS_KAZENYZE	gain	DPP6	gene	loss
BS_KHSYAB3J	loss	NEBL	gene	gain
BS_KHSYAB3J	gain	NEBL	gene	loss
BS_KRYYDC2X	loss	MYO1H	gene	gain
BS_KRYYDC2X	gain	MYO1H	gene	loss
BS_KV3XF9WV	loss	TJP3	gene	gain
BS_KV3XF9WV	gain	TJP3	gene	loss
BS_KV3XF9WV	gain	MUC16	gene	loss
BS_KV3XF9WV	loss	MUC16	gene	gain
BS_KYPMZZSY	loss	CNBD1	gene	gain
BS_KYPMZZSY	gain	CNBD1	gene	loss
BS_MRX1SPFB	gain	CR1	gene	loss
BS_MRX1SPFB	gain	BPIFB3	gene	loss
BS_MRX1SPFB	gain	BPIFB4	gene	loss
BS_MRX1SPFB	gain	TRAPPC10	gene	loss
BS_MRX1SPFB	gain	HSF2BP	gene	loss
BS_MRX1SPFB	gain	DNMT3L	gene	loss
BS_MVC1NCZX	gain	GRIK4	gene	loss
BS_MVC1NCZX	loss	GRIK4	gene	gain
BS_MVC1NCZX	loss	KIRREL3	gene	gain
BS_MVC1NCZX	gain	KIRREL3	gene	loss
BS_MVC1NCZX	gain	PLEKHA7	gene	loss
BS_MVC1NCZX	loss	PLEKHA7	gene	gain
BS_N4B3WB8W	loss	OBI1-AS1	gene	gain
BS_N4B3WB8W	gain	OBI1-AS1	gene	loss
BS_NHRNZRQV	gain	11p	arm	loss
BS_NHRNZRQV	unstable	11q	arm	loss
BS_NHRNZRQV	unstable	12p	arm	loss
BS_NHRNZRQV	gain	12q	arm	loss
BS_NHRNZRQV	gain	13q	arm	loss
BS_NHRNZRQV	gain	5p	arm	loss
BS_NHRNZRQV	unstable	5q	arm	loss
BS_NHRNZRQV	gain	6p	arm	loss
BS_NHRNZRQV	unstable	6q	arm	loss
BS_NHRNZRQV	gain	7p	arm	loss
BS_NHRNZRQV	unstable	7q	arm	loss
BS_NHRNZRQV	gain	9p24.2	cytoband	loss
BS_NHRNZRQV	gain	9p24.1	cytoband	loss
BS_NHRNZRQV	gain	9p23	cytoband	loss
BS_NHRNZRQV	gain	9p22.3	cytoband	loss
BS_NHRNZRQV	gain	9p22.2	cytoband	loss
BS_NHRNZRQV	gain	9p22.1	cytoband	loss
BS_NHRNZRQV	gain	9p21.3	cytoband	loss
BS_NHRNZRQV	gain	9p21.2	cytoband	loss
BS_NHRNZRQV	gain	9p21.1	cytoband	loss
BS_NHRNZRQV	gain	9p13.3	cytoband	loss
BS_NHRNZRQV	gain	9p13.2	cytoband	loss
BS_NHRNZRQV	gain	9p13.1	cytoband	loss
BS_NHRNZRQV	gain	9q21.12	cytoband	loss
BS_NHRNZRQV	gain	9q21.13	cytoband	loss
BS_NHRNZRQV	gain	9q21.2	cytoband	loss
BS_NHRNZRQV	gain	9q21.31	cytoband	loss
BS_NHRNZRQV	gain	9q21.32	cytoband	loss
BS_NHRNZRQV	gain	9q21.33	cytoband	loss
BS_NHRNZRQV	gain	9q22.1	cytoband	loss
BS_NHRNZRQV	gain	9q22.2	cytoband	loss
BS_NHRNZRQV	gain	9q22.31	cytoband	loss
BS_NHRNZRQV	gain	9q22.32	cytoband	loss
BS_NHRNZRQV	gain	9q22.33	cytoband	loss
BS_NHRNZRQV	gain	9q31.1	cytoband	loss
BS_NHRNZRQV	gain	9q31.2	cytoband	loss
BS_NHRNZRQV	gain	9q31.3	cytoband	loss
BS_NHRNZRQV	gain	9q32	cytoband	loss
BS_NHRNZRQV	gain	9q33.1	cytoband	loss
BS_NHRNZRQV	gain	9q33.2	cytoband	loss
