Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SIRT1	0	0	0	0	9	0	0	0	0	9	8	8
SLC2A13	0	0	0	0	9	0	0	0	0	9	8	8
SLC4A5	0	1	0	0	8	0	0	0	0	9	8	8
SMAP1	2	2	0	0	5	0	0	0	0	9	8	8
SNX15	0	0	0	0	8	0	0	1	0	9	8	8
SORCS2	0	0	2	1	6	0	0	0	0	9	8	8
TDRD3	0	0	0	0	4	0	0	1	4	9	8	8
TESK1	0	0	0	0	8	0	0	0	1	9	8	8
TMEM131L	0	0	0	0	9	0	0	0	0	9	8	8
UBR3	0	0	0	0	8	1	0	0	0	9	8	8
WDR7	0	0	0	0	9	0	0	0	0	9	8	8
ZIC1	0	0	0	0	8	1	0	0	0	9	8	8
ZNF254	0	0	0	0	9	0	0	0	0	9	8	8
ZNF436	0	0	0	0	9	0	0	0	0	9	8	8
ZNF510	0	0	0	0	9	0	0	0	0	9	8	8
ADAM29	0	0	0	0	7	0	1	0	0	8	8	8
AGAP5	0	0	0	0	8	0	0	0	0	8	8	8
ALAS2	0	0	0	0	8	0	0	0	0	8	8	8
ALDH3B2	0	1	0	0	7	0	0	0	0	8	8	8
ARHGEF7	0	0	0	0	8	0	0	0	0	8	8	8
ARSB	0	0	0	0	8	0	0	0	0	8	8	8
ASIC2	0	1	0	0	5	0	0	0	2	8	8	8
ATP5ME	0	0	0	0	8	0	0	0	0	8	8	8
BORCS6	0	0	0	0	8	0	0	0	0	8	8	8
C1orf123	0	0	0	0	0	0	0	0	8	8	8	8
C2CD4C	0	2	0	0	6	0	0	0	0	8	8	8
CA9	0	0	0	0	8	0	0	0	0	8	8	8
CAMK2B	0	0	0	0	8	0	0	0	0	8	8	8
CCDC166	0	0	0	0	8	0	0	0	0	8	8	8
CDK11A	0	0	4	0	2	0	0	2	0	8	8	8
CDK6	0	0	0	0	8	0	0	0	0	8	8	8
CEBPD	0	0	0	0	7	0	1	0	0	8	8	8
CFHR1	0	0	0	0	8	0	0	0	0	8	8	8
COL9A3	0	0	0	0	6	0	0	1	1	8	8	8
CR2	0	0	0	0	8	0	0	0	0	8	8	8
CRLF1	0	0	0	0	5	0	0	3	0	8	8	8
CTU1	0	0	0	0	8	0	0	0	0	8	8	8
CYP2W1	0	0	0	0	7	0	0	1	0	8	8	8
DCDC2C	0	0	0	0	7	0	0	0	1	8	8	8
DCLK3	0	0	0	0	8	0	0	0	0	8	8	8
DMRTA1	0	0	0	0	8	0	0	0	0	8	8	8
DNAAF5	0	0	0	0	8	0	0	0	0	8	8	8
DUSP2	0	0	0	0	8	0	0	0	0	8	8	8
EDC4	0	0	2	0	6	0	0	0	0	8	8	8
EIF2B5	1	0	0	0	5	1	0	1	0	8	8	8
ELAVL2	0	0	3	0	5	0	0	0	0	8	8	8
EMILIN2	0	0	0	0	8	0	0	0	0	8	8	8
EN2	0	0	0	0	8	0	0	0	0	8	8	8
FAM136A	0	0	0	0	8	0	0	0	0	8	8	8
FAM184A	0	0	0	0	8	0	0	0	0	8	8	8
FBXL14	0	0	0	0	8	0	0	0	0	8	8	8
FBXL6	0	0	0	0	8	0	0	0	0	8	8	8
FBXO41	0	0	0	0	7	1	0	0	0	8	8	8
FDXR	0	0	0	0	8	0	0	0	0	8	8	8
FER1L6	1	0	0	0	7	0	0	0	0	8	8	8
FGFRL1	5	0	0	0	3	0	0	0	0	8	8	8
FNIP2	0	0	0	0	7	1	0	0	0	8	8	8
FUS	0	0	1	0	2	1	0	4	0	8	8	8
GFRA4	0	0	1	0	7	0	0	0	0	8	8	8
GMPR	0	0	0	0	2	0	0	0	6	8	8	8
GNA12	0	0	0	0	8	0	0	0	0	8	8	8
GPD1L	0	0	0	0	8	0	0	0	0	8	8	8
HDDC3	0	0	0	0	8	0	0	0	0	8	8	8
HIST1H3B	0	0	0	0	8	0	0	0	0	8	8	8
HLA-DQB2	0	0	0	0	8	0	0	0	0	8	8	8
HNRNPAB	0	0	0	0	7	1	0	0	0	8	8	8
HOXA4	0	0	0	0	8	0	0	0	0	8	8	8
HOXD11	0	0	1	0	7	0	0	0	0	8	8	8
HPRT1	0	0	0	0	0	0	0	0	8	8	8	8
HRH3	0	0	0	0	6	0	0	0	2	8	8	8
HRK	0	0	0	0	8	0	0	0	0	8	8	8
HTRA2	0	0	0	0	8	0	0	0	0	8	8	8
IFFO1	0	0	0	0	5	3	0	0	0	8	8	8
IFI6	0	0	0	0	4	0	0	4	0	8	8	8
IGHMBP2	0	0	0	0	8	0	0	0	0	8	8	8
IQSEC2	0	0	1	0	4	0	0	0	3	8	8	8
JADE3	0	0	0	0	8	0	0	0	0	8	8	8
KCNH3	0	0	0	1	5	0	0	2	0	8	8	8
KIFC2	0	0	0	0	6	0	0	2	0	8	8	8
KLHDC7B	0	0	0	0	8	0	0	0	0	8	8	8
LARP7	1	4	0	0	3	0	0	0	0	8	8	8
LCMT2	0	1	0	0	7	0	0	0	0	8	8	8
LCORL	1	1	3	0	2	0	0	1	0	8	8	8
LEMD3	0	0	0	0	7	1	0	0	0	8	8	8
LINGO3	0	0	0	0	8	0	0	0	0	8	8	8
LRP8	0	0	1	1	6	0	0	0	0	8	8	8
MAP2K4	0	0	1	0	4	0	0	0	3	8	8	8
MAP6D1	0	0	0	0	8	0	0	0	0	8	8	8
MAPK1	0	0	3	0	3	0	0	1	1	8	8	8
MESP1	0	0	0	0	8	0	0	0	0	8	8	8
MLLT3	0	0	4	2	2	0	0	0	0	8	8	8
MTHFD1L	0	0	0	0	6	0	0	0	2	8	8	8
MYCL	0	0	0	0	7	0	0	0	1	8	8	8
NBPF12	0	0	0	0	8	0	0	0	0	8	8	8
NFATC4	0	1	0	0	6	1	0	0	0	8	8	8
NKX2-4	0	0	0	0	8	0	0	0	0	8	8	8
NKX3-2	0	0	0	0	8	0	0	0	0	8	8	8
NWD2	0	0	0	0	8	0	0	0	0	8	8	8
OR2T12	0	0	0	0	8	0	0	0	0	8	8	8
PABPN1	0	0	1	0	7	0	0	0	0	8	8	8
PAXIP1	0	0	3	0	4	0	0	1	0	8	8	8
PCDHB1	0	0	0	0	8	0	0	0	0	8	8	8
PCDHB12	0	0	0	0	8	0	0	0	0	8	8	8
PKDCC	0	0	0	0	4	4	0	0	0	8	8	8
PNMA8B	0	0	0	4	4	0	0	0	0	8	8	8
PRR35	0	0	0	0	6	0	0	2	0	8	8	8
RAP1A	0	0	0	0	0	0	0	8	0	8	8	8
RNPEPL1	0	0	0	0	8	0	0	0	0	8	8	8
ROCK1	0	0	0	0	8	0	0	0	0	8	8	8
RSBN1L	0	0	0	0	8	0	0	0	0	8	8	8
SAMD11	0	0	0	0	8	0	0	0	0	8	8	8
SCX	0	0	0	0	8	0	0	0	0	8	8	8
SEC62	0	1	0	0	7	0	0	0	0	8	8	8
SEMA4B	2	0	0	0	6	0	0	0	0	8	8	8
SH3BP5	0	0	5	0	2	0	0	0	1	8	8	8
SH3PXD2B	1	1	0	0	6	0	0	0	0	8	8	8
SIGLEC7	1	0	0	0	5	0	0	0	2	8	8	8
SLAIN1	0	1	0	0	7	0	0	0	0	8	8	8
SLC24A1	0	0	6	0	2	0	0	0	0	8	8	8
SLC35D2	0	0	0	0	8	0	0	0	0	8	8	8
SLC8A2	0	0	4	0	4	0	0	0	0	8	8	8
SLPI	0	0	0	0	2	0	0	6	0	8	8	8
SOWAHD	0	0	0	0	8	0	0	0	0	8	8	8
SPARC	0	0	0	0	1	0	0	7	0	8	8	8
SRPX	0	0	2	0	5	1	0	0	0	8	8	8
TCF7	0	0	0	0	4	0	0	0	4	8	8	8
TMEM123	1	0	0	0	2	0	0	0	5	8	8	8
TMEM131	0	0	0	0	5	0	0	0	3	8	8	8
TRAF7	0	0	1	0	5	0	0	2	0	8	8	8
TRIM69	4	0	0	0	3	0	0	1	0	8	8	8
TRIM77	0	4	0	0	1	3	0	0	0	8	8	8
TSTD1	0	0	0	0	1	0	0	7	0	8	8	8
TTC9	1	0	0	0	3	0	0	0	4	8	8	8
ULK2	0	0	0	0	3	0	0	1	4	8	8	8
UVRAG	0	2	0	0	6	0	0	0	0	8	8	8
VASN	0	0	0	0	6	0	0	2	0	8	8	8
VCP	0	4	0	0	4	0	0	0	0	8	8	8
WARS2	0	0	0	0	8	0	0	0	0	8	8	8
WDR66	0	0	0	0	8	0	0	0	0	8	8	8
WEE1	0	0	0	0	8	0	0	0	0	8	8	8
WIPF1	0	0	0	0	7	1	0	0	0	8	8	8
WNT10B	0	1	0	0	7	0	0	0	0	8	8	8
ZNF185	0	0	6	0	1	0	0	1	0	8	8	8
ZNF420	0	0	0	0	8	0	0	0	0	8	8	8
ZNF575	0	0	0	0	8	0	0	0	0	8	8	8
ZNF679	0	0	0	0	7	1	0	0	0	8	8	8
ZNF74	0	0	0	0	8	0	0	0	0	8	8	8
DCHS1	0	0	1	0	28	0	0	0	0	29	7	7
ARHGEF40	0	0	0	0	26	0	0	2	0	28	7	7
DST	1	1	0	0	23	0	0	1	0	26	7	7
SZT2	0	0	0	0	22	2	0	1	0	25	7	7
FKBP1C	0	0	0	0	24	0	0	0	0	24	7	7
ALPK2	0	0	0	0	17	4	0	0	0	21	7	7
PLXNA3	0	2	0	0	17	1	0	1	0	21	7	7
TRPM2	0	0	0	0	19	1	0	0	0	20	7	7
XIRP2	3	0	0	0	16	1	0	0	0	20	7	7
HIVEP3	0	0	0	0	17	2	0	0	0	19	7	7
C4orf54	0	1	0	0	17	0	0	0	0	18	7	7
CUBN	0	0	0	0	15	2	0	1	0	18	7	7
USP34	0	1	0	0	14	2	0	1	0	18	7	7
VPS13B	1	2	0	0	12	2	0	1	0	18	7	7
DYSF	1	0	0	0	15	0	0	1	0	17	7	7
NIN	0	0	0	0	16	1	0	0	0	17	7	7
TSC2	1	0	0	0	15	1	0	0	0	17	7	7
ZAP70	0	0	0	0	16	0	0	1	0	17	7	7
CDH23	0	0	0	0	16	0	0	0	0	16	7	7
KIAA1671	0	0	0	0	16	0	0	0	0	16	7	7
MRC2	0	0	0	0	15	0	0	1	0	16	7	7
RREB1	0	0	1	0	15	0	0	0	0	16	7	7
SALL4	0	0	0	0	15	1	0	0	0	16	7	7
ZNF536	0	0	0	0	16	0	0	0	0	16	7	7
CACNA1F	1	0	1	0	12	1	0	0	0	15	7	7
MACF1	0	0	0	0	9	5	0	1	0	15	7	7
POLRMT	0	0	0	0	15	0	0	0	0	15	7	7
SETX	0	0	0	0	12	0	0	3	0	15	7	7
TRPM3	0	1	0	0	12	2	0	0	0	15	7	7
ZFYVE26	0	0	0	0	14	0	0	1	0	15	7	7
ABCA12	0	0	0	0	14	0	0	0	0	14	7	7
AHCTF1	0	1	0	0	11	1	0	1	0	14	7	7
FAT4	0	0	0	0	12	1	0	1	0	14	7	7
LCT	0	0	0	0	14	0	0	0	0	14	7	7
MLLT6	0	1	0	0	13	0	0	0	0	14	7	7
NAV2	0	0	0	0	14	0	0	0	0	14	7	7
ZFHX2	0	0	1	0	9	4	0	0	0	14	7	7
AMPD3	2	1	0	0	10	0	0	0	0	13	7	7
APOBR	0	0	0	0	13	0	0	0	0	13	7	7
ATP10A	1	0	0	0	11	1	0	0	0	13	7	7
ATP1A2	0	0	0	0	13	0	0	0	0	13	7	7
COL4A1	0	0	0	0	10	2	0	1	0	13	7	7
COL6A5	0	0	0	0	13	0	0	0	0	13	7	7
CRMP1	0	0	0	0	13	0	0	0	0	13	7	7
DOCK6	0	0	0	0	13	0	0	0	0	13	7	7
FRY	0	0	0	0	11	1	0	1	0	13	7	7
GSPT1	0	0	2	0	11	0	0	0	0	13	7	7
MAN2B1	0	0	0	0	12	0	0	1	0	13	7	7
NOTCH2	1	0	0	0	10	0	0	1	1	13	7	7
PLA2R1	0	1	3	0	9	0	0	0	0	13	7	7
PXDNL	2	0	0	0	11	0	0	0	0	13	7	7
SPHKAP	0	0	0	0	11	2	0	0	0	13	7	7
TMC3	0	0	0	0	12	0	0	1	0	13	7	7
UNC13D	0	0	0	0	13	0	0	0	0	13	7	7
ANKRD12	0	0	0	0	12	0	0	0	0	12	7	7
BRWD1	0	1	0	0	10	1	0	0	0	12	7	7
CEP192	0	0	0	0	12	0	0	0	0	12	7	7
CNGA2	0	0	0	0	12	0	0	0	0	12	7	7
COL14A1	1	0	0	0	10	0	0	1	0	12	7	7
DIP2B	2	0	0	0	10	0	0	0	0	12	7	7
GPI	0	0	0	0	12	0	0	0	0	12	7	7
HEATR5B	0	0	0	0	11	1	0	0	0	12	7	7
LOXHD1	0	0	0	0	11	0	0	1	0	12	7	7
MAN2C1	1	0	0	0	10	1	0	0	0	12	7	7
MAP3K4	0	0	0	0	12	0	0	0	0	12	7	7
NISCH	0	0	0	0	12	0	0	0	0	12	7	7
NLRC5	0	0	0	0	12	0	0	0	0	12	7	7
PDE2A	0	0	2	0	10	0	0	0	0	12	7	7
PER2	0	0	0	0	11	0	0	1	0	12	7	7
PNPLA6	2	0	0	0	10	0	0	0	0	12	7	7
RBBP6	0	0	0	0	9	0	0	3	0	12	7	7
RIMS2	0	0	0	0	10	1	0	1	0	12	7	7
RSF1	0	0	0	0	12	0	0	0	0	12	7	7
RTL1	0	0	0	0	10	2	0	0	0	12	7	7
SEPT1	0	0	0	0	12	0	0	0	0	12	7	7
SMC4	0	0	0	0	12	0	0	0	0	12	7	7
SPATA20	0	0	0	0	10	1	0	1	0	12	7	7
STAB2	0	0	0	0	10	0	0	2	0	12	7	7
SUCO	1	0	0	0	10	0	0	1	0	12	7	7
THBS1	0	0	0	0	12	0	0	0	0	12	7	7
USP36	0	0	0	0	12	0	0	0	0	12	7	7
VPS52	7	0	0	2	3	0	0	0	0	12	7	7
ZNF292	0	1	0	0	8	3	0	0	0	12	7	7
ABCB11	0	0	0	0	11	0	0	0	0	11	7	7
ABCB4	0	0	0	0	10	1	0	0	0	11	7	7
AC099489.1	0	0	0	0	10	0	0	1	0	11	7	7
ADGRG4	0	0	0	0	8	2	0	1	0	11	7	7
BAZ2B	1	0	0	0	10	0	0	0	0	11	7	7
BOC	0	0	0	0	11	0	0	0	0	11	7	7
BOP1	0	0	0	0	10	0	0	0	1	11	7	7
CD93	0	0	2	0	9	0	0	0	0	11	7	7
CDH12	0	0	0	0	8	3	0	0	0	11	7	7
CLOCK	3	0	0	0	8	0	0	0	0	11	7	7
DCAF1	1	0	0	0	6	4	0	0	0	11	7	7
DEPDC5	0	0	0	0	10	1	0	0	0	11	7	7
DTX1	0	0	0	0	11	0	0	0	0	11	7	7
F8	0	0	0	0	10	1	0	0	0	11	7	7
FREM2	0	0	0	0	11	0	0	0	0	11	7	7
FUK	0	0	0	0	10	1	0	0	0	11	7	7
GP6	0	0	0	0	11	0	0	0	0	11	7	7
GPRIN1	0	0	0	0	11	0	0	0	0	11	7	7
GREB1	0	0	0	0	11	0	0	0	0	11	7	7
HIVEP2	0	0	0	0	11	0	0	0	0	11	7	7
IQCN	0	0	0	0	10	1	0	0	0	11	7	7
ISLR2	0	0	0	0	11	0	0	0	0	11	7	7
KNL1	0	0	0	0	11	0	0	0	0	11	7	7
MAP1S	0	0	0	0	11	0	0	0	0	11	7	7
MYT1L	0	0	3	0	8	0	0	0	0	11	7	7
NFATC1	0	1	0	0	10	0	0	0	0	11	7	7
NT5C1A	2	3	0	0	6	0	0	0	0	11	7	7
OTOF	0	0	1	0	10	0	0	0	0	11	7	7
PARP14	2	0	0	0	9	0	0	0	0	11	7	7
PBRM1	0	0	1	0	9	0	0	1	0	11	7	7
PELP1	0	0	0	0	11	0	0	0	0	11	7	7
PHACTR4	2	2	2	0	4	1	0	0	0	11	7	7
PRICKLE3	0	0	0	0	11	0	0	0	0	11	7	7
RNF40	0	0	0	0	8	1	0	2	0	11	7	7
RTEL1	0	0	0	0	10	1	0	0	0	11	7	7
TAF15	0	1	0	0	7	3	0	0	0	11	7	7
TET3	0	0	0	0	10	1	0	0	0	11	7	7
TMEM63B	0	0	0	0	10	0	0	1	0	11	7	7
TSHZ1	0	1	0	0	8	2	0	0	0	11	7	7
TSPOAP1	0	0	2	0	8	1	0	0	0	11	7	7
TTC3	0	0	0	0	10	1	0	0	0	11	7	7
UNC13B	0	0	0	0	11	0	0	0	0	11	7	7
USP7	0	0	0	0	11	0	0	0	0	11	7	7
ZNF48	0	1	0	0	9	0	0	0	1	11	7	7
ABCC1	0	0	0	0	7	0	0	2	1	10	7	7
ACTN2	0	0	0	0	10	0	0	0	0	10	7	7
AHDC1	2	0	1	0	7	0	0	0	0	10	7	7
ALG13	0	0	1	0	8	1	0	0	0	10	7	7
ATP8B2	0	0	0	0	10	0	0	0	0	10	7	7
AVL9	1	0	0	0	7	0	0	0	2	10	7	7
BPHL	7	3	0	0	0	0	0	0	0	10	7	7
CDC7	0	1	0	0	8	1	0	0	0	10	7	7
COL5A2	0	0	0	0	9	0	0	1	0	10	7	7
DNAJC11	3	0	0	0	5	2	0	0	0	10	7	7
EPHA10	2	0	0	0	7	1	0	0	0	10	7	7
FAM111B	3	1	0	0	6	0	0	0	0	10	7	7
FES	0	0	0	0	10	0	0	0	0	10	7	7
FOXK1	0	0	0	0	10	0	0	0	0	10	7	7
KIAA0319L	0	0	0	0	10	0	0	0	0	10	7	7
LTBP2	0	0	0	0	10	0	0	0	0	10	7	7
MARF1	1	1	0	0	8	0	0	0	0	10	7	7
MYH13	0	0	0	0	8	2	0	0	0	10	7	7
MYH7	0	0	0	0	10	0	0	0	0	10	7	7
NBEAL1	0	0	0	0	6	3	0	1	0	10	7	7
NHS	0	0	1	0	8	1	0	0	0	10	7	7
NLRP1	0	0	0	0	10	0	0	0	0	10	7	7
OCSTAMP	0	0	0	0	10	0	0	0	0	10	7	7
PCDHB8	0	1	0	0	9	0	0	0	0	10	7	7
PFAS	0	0	0	0	9	0	0	1	0	10	7	7
PIK3R5	0	0	0	0	10	0	0	0	0	10	7	7
POLD1	1	0	0	0	8	0	0	1	0	10	7	7
RASGRP4	0	0	0	0	10	0	0	0	0	10	7	7
RTN4	0	1	0	0	9	0	0	0	0	10	7	7
SCN9A	0	0	0	0	9	1	0	0	0	10	7	7
SEMA5B	0	0	0	0	10	0	0	0	0	10	7	7
SF3B2	1	0	0	0	8	1	0	0	0	10	7	7
SHISA9	0	0	0	0	8	2	0	0	0	10	7	7
SLC1A7	0	0	0	0	10	0	0	0	0	10	7	7
SLC8A1	0	1	0	0	9	0	0	0	0	10	7	7
SMTN	0	0	0	0	10	0	0	0	0	10	7	7
SPTAN1	0	0	0	0	10	0	0	0	0	10	7	7
TAS1R3	0	0	0	0	10	0	0	0	0	10	7	7
TBC1D1	0	0	0	0	10	0	0	0	0	10	7	7
TOGARAM2	0	0	0	0	10	0	0	0	0	10	7	7
TTC7B	0	0	0	0	10	0	0	0	0	10	7	7
TULP4	0	0	0	0	10	0	0	0	0	10	7	7
UNC80	0	0	0	0	10	0	0	0	0	10	7	7
ZBTB4	0	0	0	0	10	0	0	0	0	10	7	7
ZDHHC8	0	0	0	0	10	0	0	0	0	10	7	7
ZSWIM4	0	0	0	0	10	0	0	0	0	10	7	7
ABCA8	1	0	0	0	8	0	0	0	0	9	7	7
ABHD16B	0	0	0	0	7	2	0	0	0	9	7	7
ACAD10	0	0	0	0	7	0	0	2	0	9	7	7
ACVR1B	3	0	0	0	6	0	0	0	0	9	7	7
AFDN	0	0	4	0	5	0	0	0	0	9	7	7
ANKS1A	0	0	2	0	5	0	0	2	0	9	7	7
AOX1	0	0	0	0	9	0	0	0	0	9	7	7
ARAP1	0	0	0	0	9	0	0	0	0	9	7	7
ARHGAP6	0	0	0	0	8	1	0	0	0	9	7	7
ASAP1	0	0	0	0	5	3	0	1	0	9	7	7
ATR	2	1	0	0	5	0	0	1	0	9	7	7
AXIN1	0	0	0	0	8	0	0	1	0	9	7	7
CCAR1	2	0	0	0	6	1	0	0	0	9	7	7
CCDC7	3	0	0	0	3	3	0	0	0	9	7	7
CDHR2	0	1	0	0	8	0	0	0	0	9	7	7
CNTN6	0	0	0	0	9	0	0	0	0	9	7	7
DDHD1	0	0	0	0	9	0	0	0	0	9	7	7
DOCK11	0	0	0	0	7	0	0	2	0	9	7	7
DYRK1A	0	0	0	0	8	0	0	1	0	9	7	7
EML1	0	0	0	0	6	0	0	0	3	9	7	7
EMX1	0	0	0	0	9	0	0	0	0	9	7	7
ESPL1	0	0	2	0	7	0	0	0	0	9	7	7
FLII	0	0	0	0	9	0	0	0	0	9	7	7
GAREM1	0	0	1	0	8	0	0	0	0	9	7	7
GHDC	0	0	0	0	9	0	0	0	0	9	7	7
GPR153	0	0	0	0	9	0	0	0	0	9	7	7
HSF1	0	0	0	0	9	0	0	0	0	9	7	7
HSPA12B	0	0	0	0	9	0	0	0	0	9	7	7
INSR	0	0	0	0	7	0	0	0	2	9	7	7
IQSEC3	0	0	0	0	9	0	0	0	0	9	7	7
IRGQ	0	0	0	0	8	1	0	0	0	9	7	7
KCNB1	0	0	0	0	9	0	0	0	0	9	7	7
KIAA0753	0	0	0	0	8	1	0	0	0	9	7	7
KIF19	1	0	0	0	8	0	0	0	0	9	7	7
KIF1A	0	0	0	0	9	0	0	0	0	9	7	7
LMF1	0	0	0	0	9	0	0	0	0	9	7	7
MAPK11	0	0	0	0	9	0	0	0	0	9	7	7
MECOM	0	0	0	0	8	0	0	1	0	9	7	7
MYH4	0	0	0	0	8	1	0	0	0	9	7	7
MYH9	0	0	0	0	7	0	0	2	0	9	7	7
MYO1E	0	0	0	0	9	0	0	0	0	9	7	7
NCOA6	0	0	2	0	6	0	0	1	0	9	7	7
NEO1	0	0	0	0	7	0	0	2	0	9	7	7
NID1	0	0	0	0	9	0	0	0	0	9	7	7
NOD2	0	1	0	0	6	2	0	0	0	9	7	7
NOS2	0	0	0	0	7	0	0	2	0	9	7	7
PALM2-AKAP2	1	0	1	0	7	0	0	0	0	9	7	7
PARD3	0	0	0	0	6	1	0	0	2	9	7	7
PCDHGA11	0	0	0	0	9	0	0	0	0	9	7	7
PEAR1	0	0	0	0	9	0	0	0	0	9	7	7
PEX1	0	0	0	0	8	0	0	1	0	9	7	7
PHIP	0	1	0	0	6	0	0	2	0	9	7	7
PHKB	0	0	0	0	7	1	0	1	0	9	7	7
PPFIA1	0	0	0	0	6	2	0	1	0	9	7	7
PRDM15	0	0	1	0	6	2	0	0	0	9	7	7
PREX2	0	0	0	0	7	0	0	1	1	9	7	7
PRTG	0	0	0	0	9	0	0	0	0	9	7	7
RBM20	0	0	0	0	9	0	0	0	0	9	7	7
RHBDF2	0	0	0	0	8	0	0	1	0	9	7	7
ROBO3	0	0	0	0	8	1	0	0	0	9	7	7
RRAS2	0	0	0	0	6	0	0	0	3	9	7	7
SAMD9L	1	0	0	0	8	0	0	0	0	9	7	7
SERPINA1	0	0	0	0	7	0	0	2	0	9	7	7
SHROOM4	0	0	3	0	6	0	0	0	0	9	7	7
SLC12A7	0	0	0	0	6	2	0	1	0	9	7	7
SLC23A2	2	0	0	0	6	1	0	0	0	9	7	7
SLC6A20	0	0	0	0	9	0	0	0	0	9	7	7
SLTM	2	0	0	0	6	1	0	0	0	9	7	7
SNAPC4	0	0	1	0	7	0	0	1	0	9	7	7
SNRK	0	0	0	0	8	1	0	0	0	9	7	7
SNX21	0	0	0	0	7	0	0	0	2	9	7	7
TCP10L2	0	0	0	0	6	3	0	0	0	9	7	7
TPTE2	0	0	0	0	8	0	0	1	0	9	7	7
TRGC1	0	0	0	0	9	0	0	0	0	9	7	7
TRIM33	1	0	0	0	8	0	0	0	0	9	7	7
TYSND1	0	0	1	0	8	0	0	0	0	9	7	7
UBR1	0	0	0	0	9	0	0	0	0	9	7	7
UHRF1BP1L	3	1	0	0	5	0	0	0	0	9	7	7
UNC93B1	0	0	0	0	9	0	0	0	0	9	7	7
USP43	0	0	0	0	8	1	0	0	0	9	7	7
VPS53	1	0	0	0	8	0	0	0	0	9	7	7
WDR11	0	0	0	0	9	0	0	0	0	9	7	7
ABCA6	1	0	0	1	5	1	0	0	0	8	7	7
ADAM11	0	0	0	0	8	0	0	0	0	8	7	7
ADAMTS6	0	0	0	0	7	0	0	1	0	8	7	7
ALYREF	0	0	0	0	8	0	0	0	0	8	7	7
APOE	0	0	0	0	8	0	0	0	0	8	7	7
ARHGEF1	0	0	0	0	8	0	0	0	0	8	7	7
ARHGEF19	0	0	0	0	7	0	0	1	0	8	7	7
ATAD2B	0	0	0	0	7	0	0	1	0	8	7	7
BPGM	0	0	1	0	7	0	0	0	0	8	7	7
C10orf71	0	1	0	0	7	0	0	0	0	8	7	7
C16orf71	0	0	4	0	4	0	0	0	0	8	7	7
C9orf66	0	0	0	0	8	0	0	0	0	8	7	7
CACNA2D2	0	0	0	0	8	0	0	0	0	8	7	7
CANX	4	0	0	0	2	2	0	0	0	8	7	7
CASR	0	0	0	0	8	0	0	0	0	8	7	7
CD109	0	0	0	0	4	0	0	4	0	8	7	7
CDC42BPG	0	0	0	0	8	0	0	0	0	8	7	7
CDH24	0	0	0	0	6	0	0	0	2	8	7	7
CEACAM5	0	0	0	0	8	0	0	0	0	8	7	7
CHUK	0	0	0	0	8	0	0	0	0	8	7	7
CTSB	0	0	0	0	4	0	0	4	0	8	7	7
CYP4F22	0	0	0	0	7	0	0	0	1	8	7	7
DAAM2	0	0	0	0	8	0	0	0	0	8	7	7
DENND2A	0	0	0	0	7	0	0	1	0	8	7	7
DGKK	0	0	0	0	8	0	0	0	0	8	7	7
DLG3	0	0	0	0	7	1	0	0	0	8	7	7
DMRTA2	0	0	0	0	8	0	0	0	0	8	7	7
DNM3	0	0	0	0	7	1	0	0	0	8	7	7
DPEP1	0	0	0	0	4	0	0	0	4	8	7	7
EFL1	0	0	0	0	6	2	0	0	0	8	7	7
FIZ1	0	0	0	0	8	0	0	0	0	8	7	7
FRMPD1	0	0	0	0	7	1	0	0	0	8	7	7
GFAP	0	0	2	0	5	0	0	1	0	8	7	7
GRIN3B	1	0	2	0	5	0	0	0	0	8	7	7
GRIP1	0	0	0	0	7	1	0	0	0	8	7	7
GRM4	0	0	0	0	8	0	0	0	0	8	7	7
GUCY2C	0	0	0	0	4	4	0	0	0	8	7	7
HDLBP	0	0	0	0	6	2	0	0	0	8	7	7
HEG1	1	0	0	1	6	0	0	0	0	8	7	7
HES1	0	0	0	0	8	0	0	0	0	8	7	7
HIRA	0	0	0	0	7	1	0	0	0	8	7	7
HNRNPL	0	1	1	0	5	0	0	1	0	8	7	7
IGHV4-4	0	0	0	0	8	0	0	0	0	8	7	7
IGSF9	0	0	0	0	8	0	0	0	0	8	7	7
INA	0	0	3	0	5	0	0	0	0	8	7	7
ITM2B	0	0	0	0	2	0	0	5	1	8	7	7
KAT2A	0	0	0	0	7	1	0	0	0	8	7	7
KCNH1	0	0	0	0	7	1	0	0	0	8	7	7
KIAA1958	0	0	0	0	5	0	0	3	0	8	7	7
LFNG	0	0	0	0	6	2	0	0	0	8	7	7
MANEAL	0	0	1	0	7	0	0	0	0	8	7	7
MAP3K19	0	0	0	0	6	2	0	0	0	8	7	7
MDGA1	0	0	0	0	8	0	0	0	0	8	7	7
MMRN2	0	0	0	0	8	0	0	0	0	8	7	7
MTA3	0	0	3	1	4	0	0	0	0	8	7	7
MYO1F	1	0	0	0	6	0	0	1	0	8	7	7
MYOM2	0	0	0	0	8	0	0	0	0	8	7	7
NBL1	0	0	0	0	8	0	0	0	0	8	7	7
NBPF26	0	0	0	0	8	0	0	0	0	8	7	7
NOS1	1	0	0	0	6	1	0	0	0	8	7	7
NPAS1	0	0	0	0	5	1	0	2	0	8	7	7
