Kids_First_Biospecimen_ID	count_regions_any_conf	count_regions_high_conf	count_regions_low_conf	any_regions	any_regions_logical
BS_4NPEMNAD	0	0	0	No Calls	FALSE
BS_ZKFEMJZ8	0	0	0	No Calls	FALSE
BS_DJEVCH34	0	0	0	No Calls	FALSE
BS_BYJDRXMK	0	0	0	No Calls	FALSE
BS_WJF6ZXWN	0	0	0	No Calls	FALSE
BS_GCQEB05M	0	0	0	No Calls	FALSE
BS_QMG7XNEW	0	0	0	No Calls	FALSE
BS_EJ1H9PZY	0	0	0	No Calls	FALSE
BS_SQSH5G7A	3	1	2	High Confidence	TRUE
BS_PMSZKZP7	0	0	0	No Calls	FALSE
BS_69VS8PS1	0	0	0	No Calls	FALSE
BS_NASADC3P	0	0	0	No Calls	FALSE
BS_10HD18B8	0	0	0	No Calls	FALSE
BS_F4D169Q7	0	0	0	No Calls	FALSE
BS_KVYCH9PB	0	0	0	No Calls	FALSE
BS_NG0CR0EP	0	0	0	No Calls	FALSE
BS_SK949N33	0	0	0	No Calls	FALSE
BS_C1RRDNF5	2	2	0	High Confidence	TRUE
BS_T54TAE3R	0	0	0	No Calls	FALSE
BS_W8DA9AXT	0	0	0	No Calls	FALSE
BS_1JMTTKMK	1	0	1	Low Confidence	TRUE
BS_9QMVZ4C0	0	0	0	No Calls	FALSE
BS_0XD58YD9	0	0	0	No Calls	FALSE
BS_5WK2KXYW	0	0	0	No Calls	FALSE
BS_3DYRAZE7	0	0	0	No Calls	FALSE
BS_3A0CJMRH	0	0	0	No Calls	FALSE
BS_B558FJXC	0	0	0	No Calls	FALSE
BS_F0GNWEJJ	1	0	1	Low Confidence	TRUE
BS_KB9GJDCS	0	0	0	No Calls	FALSE
BS_CXDKK6KS	0	0	0	No Calls	FALSE
BS_84AQCZE4	0	0	0	No Calls	FALSE
BS_MGBEMNYR	0	0	0	No Calls	FALSE
BS_WP2D11SK	0	0	0	No Calls	FALSE
BS_F969DNHD	0	0	0	No Calls	FALSE
BS_1B4Q7CNG	0	0	0	No Calls	FALSE
BS_2P7MJGM7	0	0	0	No Calls	FALSE
BS_CSY11X7E	0	0	0	No Calls	FALSE
BS_NMJPX8VQ	0	0	0	No Calls	FALSE
BS_NB509KST	0	0	0	No Calls	FALSE
BS_0S617SMM	0	0	0	No Calls	FALSE
BS_D59VEERR	0	0	0	No Calls	FALSE
BS_YETTZ1NC	3	2	1	High Confidence	TRUE
BS_N8D9FH6M	0	0	0	No Calls	FALSE
BS_4XPPZTGG	0	0	0	No Calls	FALSE
BS_HW4J7JM8	0	0	0	No Calls	FALSE
BS_DAEM3WRX	0	0	0	No Calls	FALSE
BS_8JFMP1T1	0	0	0	No Calls	FALSE
BS_9E6Q11G2	0	0	0	No Calls	FALSE
BS_32HAVF6S	0	0	0	No Calls	FALSE
BS_X1R0N8QS	0	0	0	No Calls	FALSE
BS_QBZDQX7A	0	0	0	No Calls	FALSE
BS_K3Y06EKR	0	0	0	No Calls	FALSE
BS_BWZTMWTM	0	0	0	No Calls	FALSE
BS_2NN6ME5A	0	0	0	No Calls	FALSE
BS_R1CV479M	0	0	0	No Calls	FALSE
BS_KPWRDRFP	0	0	0	No Calls	FALSE
BS_R922P3XJ	0	0	0	No Calls	FALSE
BS_JQNF0FQP	0	0	0	No Calls	FALSE
BS_ARE4EM81	0	0	0	No Calls	FALSE
BS_CN7PB0DN	0	0	0	No Calls	FALSE
BS_WJ7GMQTF	0	0	0	No Calls	FALSE
BS_4GKH983E	2	1	1	High Confidence	TRUE
BS_KJQXZ8GK	1	0	1	Low Confidence	TRUE
BS_QDGHHS4S	0	0	0	No Calls	FALSE
BS_R82MYPKB	0	0	0	No Calls	FALSE
BS_GDPZN3SD	0	0	0	No Calls	FALSE
BS_80X7AVCP	0	0	0	No Calls	FALSE
BS_BX8AR74E	0	0	0	No Calls	FALSE
BS_797V83YM	0	0	0	No Calls	FALSE
BS_WQ19Z6MD	0	0	0	No Calls	FALSE
BS_WCNPE0AC	0	0	0	No Calls	FALSE
BS_ZCY4ECNV	0	0	0	No Calls	FALSE
BS_5J5VH3X0	0	0	0	No Calls	FALSE
BS_2W200YK5	0	0	0	No Calls	FALSE
BS_JK5GTHVG	0	0	0	No Calls	FALSE
BS_RQ5Z7KNW	0	0	0	No Calls	FALSE
BS_BAVWP5JG	0	0	0	No Calls	FALSE
BS_32VQRFDS	0	0	0	No Calls	FALSE
BS_9E632VPJ	1	0	1	Low Confidence	TRUE
BS_7HC4W4SA	0	0	0	No Calls	FALSE
BS_KV3XF9WV	0	0	0	No Calls	FALSE
BS_2HNHCSNB	0	0	0	No Calls	FALSE
BS_947CK40E	0	0	0	No Calls	FALSE
BS_V3ZNXRHK	0	0	0	No Calls	FALSE
BS_HZV4WDTB	0	0	0	No Calls	FALSE
BS_0J5MCBZV	0	0	0	No Calls	FALSE
BS_H8MAKDRB	0	0	0	No Calls	FALSE
BS_NDSWS9TS	0	0	0	No Calls	FALSE
BS_70FKSKM9	0	0	0	No Calls	FALSE
BS_VA07453Z	0	0	0	No Calls	FALSE
BS_GRECE8Q9	0	0	0	No Calls	FALSE
BS_XKE77TR4	0	0	0	No Calls	FALSE
BS_H1MNXNHB	0	0	0	No Calls	FALSE
BS_W6B48DD5	0	0	0	No Calls	FALSE
BS_3ZMH8578	0	0	0	No Calls	FALSE
BS_P99S85CY	0	0	0	No Calls	FALSE
BS_KM878Y43	0	0	0	No Calls	FALSE
BS_41SWNWAG	0	0	0	No Calls	FALSE
BS_FWCKP4X1	0	0	0	No Calls	FALSE
BS_17FVWMNV	0	0	0	No Calls	FALSE
BS_HM5N78GV	0	0	0	No Calls	FALSE
BS_MRX1SPFB	0	0	0	No Calls	FALSE
BS_QE5B0T7R	0	0	0	No Calls	FALSE
BS_E9M7TDB6	0	0	0	No Calls	FALSE
BS_MS87PMR7	0	0	0	No Calls	FALSE
BS_CP435MAC	0	0	0	No Calls	FALSE
BS_9D39MFHT	0	0	0	No Calls	FALSE
BS_XMNBSBGN	0	0	0	No Calls	FALSE
BS_SCQNN2A2	0	0	0	No Calls	FALSE
BS_M1YHV93N	0	0	0	No Calls	FALSE
BS_VKH9KYDB	0	0	0	No Calls	FALSE
BS_FBJ516WW	0	0	0	No Calls	FALSE
BS_VDSR4X6N	0	0	0	No Calls	FALSE
BS_FK3B5SDH	0	0	0	No Calls	FALSE
BS_H83DTMT2	0	0	0	No Calls	FALSE
BS_XKM2EAT4	0	0	0	No Calls	FALSE
BS_8YQGSMDK	0	0	0	No Calls	FALSE
BS_GKPVZXYP	2	0	2	Low Confidence	TRUE
BS_2JDVY4F7	0	0	0	No Calls	FALSE
BS_Z34PQDYT	0	0	0	No Calls	FALSE
BS_SKRY0BJ4	1	1	0	High Confidence	TRUE
BS_R1RMKH1B	0	0	0	No Calls	FALSE
BS_AG0BZN6F	0	0	0	No Calls	FALSE
BS_16TBX6G5	0	0	0	No Calls	FALSE
BS_53TV75NN	0	0	0	No Calls	FALSE
BS_WEGGXVYA	0	0	0	No Calls	FALSE
BS_45913DTA	0	0	0	No Calls	FALSE
BS_02W5H7K5	0	0	0	No Calls	FALSE
BS_5NAKYS1S	0	0	0	No Calls	FALSE
BS_GTAJFTTR	0	0	0	No Calls	FALSE
BS_PZDTK87A	0	0	0	No Calls	FALSE
BS_E8SJ36A6	0	0	0	No Calls	FALSE
BS_MWZCP1XW	0	0	0	No Calls	FALSE
BS_F8K4VQMF	0	0	0	No Calls	FALSE
BS_YZ0P5E8H	0	0	0	No Calls	FALSE
BS_ASXY97FK	0	0	0	No Calls	FALSE
BS_18NCV5QZ	0	0	0	No Calls	FALSE
BS_5BNV7MCF	0	0	0	No Calls	FALSE
BS_MAVSJH2Y	0	0	0	No Calls	FALSE
BS_1EYKDS0Z	0	0	0	No Calls	FALSE
BS_85Q5P8GF	0	0	0	No Calls	FALSE
BS_W74D279Q	0	0	0	No Calls	FALSE
BS_6FV7BDE3	0	0	0	No Calls	FALSE
BS_41TD9XET	0	0	0	No Calls	FALSE
BS_H0638GZT	0	0	0	No Calls	FALSE
BS_ZAT0XJE5	0	0	0	No Calls	FALSE
BS_3P96RT4E	0	0	0	No Calls	FALSE
BS_JBHQ6G3J	0	0	0	No Calls	FALSE
BS_MWKJF6XH	0	0	0	No Calls	FALSE
BS_F5641KTR	0	0	0	No Calls	FALSE
BS_8W0FNBWF	0	0	0	No Calls	FALSE
BS_62XRDTM6	0	0	0	No Calls	FALSE
BS_9GSWPZ44	0	0	0	No Calls	FALSE
BS_YEWX69X4	0	0	0	No Calls	FALSE
BS_BS5X4H0Y	0	0	0	No Calls	FALSE
BS_EQE19CB0	0	0	0	No Calls	FALSE
BS_3108RS7G	0	0	0	No Calls	FALSE
BS_EXTEGB51	0	0	0	No Calls	FALSE
BS_W3R2DQ86	0	0	0	No Calls	FALSE
BS_M5FM63EB	0	0	0	No Calls	FALSE
BS_TX2WGF8K	0	0	0	No Calls	FALSE
BS_QE7WAAKC	0	0	0	No Calls	FALSE
BS_R1G6SG0K	1	0	1	Low Confidence	TRUE
BS_NJFK43N3	0	0	0	No Calls	FALSE
BS_BNFCXVYZ	0	0	0	No Calls	FALSE
BS_E7HEQZ1K	0	0	0	No Calls	FALSE
BS_PVYMDM18	0	0	0	No Calls	FALSE
BS_YMDPFK0V	0	0	0	No Calls	FALSE
BS_BQ81D2BP	1	1	0	High Confidence	TRUE
BS_9JVGXA2W	0	0	0	No Calls	FALSE
BS_8FSJDG2T	0	0	0	No Calls	FALSE
BS_6Q9PMNWY	0	0	0	No Calls	FALSE
BS_79NQJZ09	0	0	0	No Calls	FALSE
BS_H8NWA41N	0	0	0	No Calls	FALSE
BS_CKY2TTXG	0	0	0	No Calls	FALSE
BS_5BMNK8SY	1	0	1	Low Confidence	TRUE
BS_JNS7Q60A	0	0	0	No Calls	FALSE
BS_0EN5R1AP	0	0	0	No Calls	FALSE
BS_CGXTFM67	0	0	0	No Calls	FALSE
BS_AWDQEKK1	0	0	0	No Calls	FALSE
BS_GKN0B47F	0	0	0	No Calls	FALSE
BS_682Z7WH6	0	0	0	No Calls	FALSE
BS_T99M7842	0	0	0	No Calls	FALSE
BS_C6GBYR17	0	0	0	No Calls	FALSE
BS_D368BNRD	1	1	0	High Confidence	TRUE
BS_MJJZJMTK	0	0	0	No Calls	FALSE
BS_ZP89F1JY	0	0	0	No Calls	FALSE
BS_CBMAWSAR	0	0	0	No Calls	FALSE
BS_KYG3H6C6	0	0	0	No Calls	FALSE
BS_2VSN5YC5	0	0	0	No Calls	FALSE
BS_40FX713C	0	0	0	No Calls	FALSE
BS_HJ95JNFN	0	0	0	No Calls	FALSE
BS_9GJHMA3J	0	0	0	No Calls	FALSE
BS_74A1TB03	0	0	0	No Calls	FALSE
BS_E0AAK0V0	0	0	0	No Calls	FALSE
BS_922YMFYK	0	0	0	No Calls	FALSE
BS_EPM623G4	0	0	0	No Calls	FALSE
BS_D6XHKZDZ	0	0	0	No Calls	FALSE
BS_SD28E0SC	1	1	0	High Confidence	TRUE
BS_Y3472DYJ	0	0	0	No Calls	FALSE
BS_NFT9VHMJ	0	0	0	No Calls	FALSE
BS_PMFR8NPN	0	0	0	No Calls	FALSE
BS_TZPJHKQR	0	0	0	No Calls	FALSE
BS_ABENB1H2	0	0	0	No Calls	FALSE
BS_9PQPZPGM	0	0	0	No Calls	FALSE
BS_FHFVCQ41	0	0	0	No Calls	FALSE
BS_AVS4DSZW	0	0	0	No Calls	FALSE
BS_B6K0N6HS	1	1	0	High Confidence	TRUE
BS_Q9NHTR7G	0	0	0	No Calls	FALSE
BS_Z9NCH2XA	0	0	0	No Calls	FALSE
BS_DGG7YE8R	0	0	0	No Calls	FALSE
BS_QMHND3QK	0	0	0	No Calls	FALSE
BS_FT95T4YP	0	0	0	No Calls	FALSE
BS_0SFXXBQ5	0	0	0	No Calls	FALSE
BS_KJTW1RBN	0	0	0	No Calls	FALSE
BS_6KEYD1S4	0	0	0	No Calls	FALSE
BS_154FP4ZQ	0	0	0	No Calls	FALSE
BS_1MME7FBS	0	0	0	No Calls	FALSE
BS_BD4RQ1G0	0	0	0	No Calls	FALSE
BS_2SG8JNMB	0	0	0	No Calls	FALSE
BS_W5P7SPDH	0	0	0	No Calls	FALSE
BS_B6KCJF2B	0	0	0	No Calls	FALSE
BS_QA0W86WP	0	0	0	No Calls	FALSE
BS_8226HD4X	0	0	0	No Calls	FALSE
BS_M18CDDGK	0	0	0	No Calls	FALSE
BS_PYVPKH11	0	0	0	No Calls	FALSE
BS_Y2C78JC4	0	0	0	No Calls	FALSE
BS_X7QJCVJB	0	0	0	No Calls	FALSE
BS_NS8G0465	0	0	0	No Calls	FALSE
BS_6NPSZJ4C	0	0	0	No Calls	FALSE
BS_89RCN9PF	0	0	0	No Calls	FALSE
BS_230S192D	0	0	0	No Calls	FALSE
BS_QGX93WPF	0	0	0	No Calls	FALSE
BS_KXGJ1HMG	0	0	0	No Calls	FALSE
BS_P3KD5EQG	0	0	0	No Calls	FALSE
BS_185Q218S	0	0	0	No Calls	FALSE
BS_M2MSWKBC	0	0	0	No Calls	FALSE
BS_80078QDG	0	0	0	No Calls	FALSE
BS_XHAQXDR0	0	0	0	No Calls	FALSE
BS_Z9PKZ4RT	0	0	0	No Calls	FALSE
BS_VXNT1TDB	0	0	0	No Calls	FALSE
BS_Y9GHDZKS	0	0	0	No Calls	FALSE
BS_SSYNTXDC	0	0	0	No Calls	FALSE
BS_7Y5E5KQW	0	0	0	No Calls	FALSE
BS_ZBWQG7VR	1	1	0	High Confidence	TRUE
BS_WMEYJGDC	0	0	0	No Calls	FALSE
BS_PPY0EWPG	0	0	0	No Calls	FALSE
BS_47X3VAM0	0	0	0	No Calls	FALSE
BS_EKR4NSNW	0	0	0	No Calls	FALSE
BS_9HDPJT21	0	0	0	No Calls	FALSE
BS_RR3DKGKY	0	0	0	No Calls	FALSE
BS_235QEYMQ	0	0	0	No Calls	FALSE
BS_XGMXJKFX	1	1	0	High Confidence	TRUE
BS_7PF3C1P7	0	0	0	No Calls	FALSE
BS_QD22MJJ5	0	0	0	No Calls	FALSE
BS_9BN45DFK	0	0	0	No Calls	FALSE
BS_EP25TTAG	1	1	0	High Confidence	TRUE
BS_TPX7YY57	0	0	0	No Calls	FALSE
BS_Y5DA59M3	0	0	0	No Calls	FALSE
BS_4T8J7JEP	0	0	0	No Calls	FALSE
BS_8BS10XE2	0	0	0	No Calls	FALSE
BS_01Y5F4PN	0	0	0	No Calls	FALSE
BS_Z4S81HG1	0	0	0	No Calls	FALSE
BS_Z1BBZ01F	0	0	0	No Calls	FALSE
BS_58X7SKJS	0	0	0	No Calls	FALSE
BS_F9ZTZ4YS	0	0	0	No Calls	FALSE
BS_T97EP8H0	0	0	0	No Calls	FALSE
BS_1S5V7WWC	0	0	0	No Calls	FALSE
BS_A4KYP5H0	0	0	0	No Calls	FALSE
BS_VK46N40F	0	0	0	No Calls	FALSE
BS_0YVR8Q4E	0	0	0	No Calls	FALSE
BS_C5RDMCCS	0	0	0	No Calls	FALSE
BS_E9ATGWME	0	0	0	No Calls	FALSE
BS_886M7JMG	0	0	0	No Calls	FALSE
BS_23ZE42Q3	1	0	1	Low Confidence	TRUE
BS_G4EX0H98	0	0	0	No Calls	FALSE
BS_1AZ8YJSH	1	1	0	High Confidence	TRUE
BS_B94G701Q	0	0	0	No Calls	FALSE
BS_P4K6WK9Y	3	2	1	High Confidence	TRUE
BS_928HWFFM	0	0	0	No Calls	FALSE
