Kids_First_Biospecimen_ID	chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_any_conf	call_high_conf	call_low_conf
BS_N8WXTFN4	1	NA	NA	0	0	0	0	0	0	17	NA	NA	0.335820111518175	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.474955992863015	NA	0	0	0
BS_N8WXTFN4	2	79026938	111309547	0	0	2	0	1	3	17	1	0.299780588595712	0.355102118683799	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.488712534380263	NA	0	0	0
BS_N8WXTFN4	3	13391351	195833891	3	0	0	0	0	3	17	1	0.0292908865348883	NA	NA	0.0100919155622915	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.507358120805389	NA	0.0109471626438416	0	0	0
BS_N8WXTFN4	4	NA	NA	0	0	0	0	0	0	17	NA	NA	0.0391404039115162	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.132021925149724	NA	0	0	0
BS_N8WXTFN4	5	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	6	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	7	102142581	130017671	2	0	0	0	0	2	17	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_N8WXTFN4	8	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	9	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	10	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	11	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	12	NA	NA	0	0	0	0	0	0	17	NA	NA	0.213305620369115	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.362800358605728	NA	0	0	0
BS_N8WXTFN4	13	NA	NA	0	0	0	0	0	0	17	NA	NA	0.160736495207148	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.304258630282433	NA	0	0	0
BS_N8WXTFN4	14	23967084	24004068	1	0	0	0	0	1	17	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_N8WXTFN4	15	24168694	24243707	1	0	0	0	0	1	17	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_N8WXTFN4	16	NA	NA	0	0	0	0	0	0	17	NA	NA	0.126761617910843	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.262422710848767	NA	0	0	0
BS_N8WXTFN4	17	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	18	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	19	14372766	44458187	0	0	0	2	0	2	17	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_N8WXTFN4	20	NA	NA	0	0	0	0	0	0	17	NA	NA	0.103068665675338	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.228358289666937	NA	0	0	0
BS_N8WXTFN4	21	NA	NA	0	0	0	0	0	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_N8WXTFN4	22	22348806	22398234	0	1	0	0	0	1	17	1	0.391625176271089	0.0579799705488742	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.164122753102168	NA	0	0	0
BS_N8WXTFN4	X	NA	NA	0	0	0	0	0	0	17	NA	NA	0.228054124070761	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.377602031616034	NA	0	0	0
BS_Q88059DJ	1	115738169	124723441	2	0	0	1	5	8	83	3	0.261464129949111	6.18749832672138e-05	3.08921033198573e-09	0	NA	NA	8	4	4	0	0	0	0	NA		 	0.519796354472894	0.00098130378868111	0	0	0	0
BS_Q88059DJ	2	32027074	174017140	2	1	0	1	1	5	83	1	0.531948371210487	0.0839942707174797	NA	2.61883797536555e-07	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.197744585986026	3.95063359866577e-07	0	0	0
BS_Q88059DJ	3	7494645	117078533	4	3	5	1	8	21	83	10	0.227647113061301	5.82317190747443e-10	0	0	6	6	10	6	6	16	5	8	6	0.0360287606028323	1	1:115738169-124723441;	0.519796354472894	2.75567522202096e-08	0	1	0	1
BS_Q88059DJ	4	NA	NA	0	0	0	0	0	0	83	NA	NA	0.719891173442495	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.785335825573631	NA	0	0	0
BS_Q88059DJ	5	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_Q88059DJ	6	NA	NA	0	0	0	0	0	0	83	NA	NA	0.0316083402068809	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.11372178937901	NA	0	0	0
BS_Q88059DJ	7	60934945	139877760	2	0	0	0	0	2	83	1	0.111610225094713	0.0750521928345138	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.188368805625717	NA	0	0	0
BS_Q88059DJ	8	NA	NA	0	0	0	0	0	0	83	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	1	NA	0	0	0
BS_Q88059DJ	9	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_Q88059DJ	10	4969184	4998260	0	0	1	0	0	1	83	1	0.391625176271089	0.647656834911306	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.722450395829207	NA	0	0	0
BS_Q88059DJ	11	NA	NA	0	0	0	0	0	0	83	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	1	NA	0	0	0
BS_Q88059DJ	12	34871109	116070063	3	1	0	0	1	5	83	3	0.283886130759827	0.650452021994993	NA	4.44089209850063e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.724672957103972	1.06249381048239e-15	0	0	0
BS_Q88059DJ	13	NA	NA	0	0	0	0	0	0	83	NA	NA	0.276621851620396	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.422342505381127	NA	0	0	0
BS_Q88059DJ	14	97930827	105736457	1	1	1	0	1	4	83	1	0.572406704470879	0.031445856627184	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.113581889862125	0	0	0	0
BS_Q88059DJ	15	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_Q88059DJ	16	5071586	23150119	1	0	1	0	1	3	83	5	0.299780588595712	0.0267451798986638	NA	NA	3	3	7	7	7	0	0	0	0	NA		 	0.519796354472894	0.103590966114329	NA	0	0	0
BS_Q88059DJ	17	5782878	5783890	1	0	0	0	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_Q88059DJ	18	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_Q88059DJ	19	54281357	54630008	1	0	1	1	0	3	83	1	0.801251956901201	0.449293671216731	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.825817634887596	0.562503789780196	0	0	0	0
BS_Q88059DJ	20	NA	NA	0	0	0	0	0	0	83	NA	NA	0.479338844064316	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.585233831925646	NA	0	0	0
BS_Q88059DJ	21	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_Q88059DJ	22	NA	NA	0	0	0	0	0	0	83	NA	NA	0.301187247445315	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	NA	0.444564650486507	NA	0	0	0
BS_Q88059DJ	X	84859153	84871438	0	0	0	1	0	1	83	1	0.391625176271089	0.0161994284947437	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.0740906051497706	NA	0	0	0
BS_ZPF89720	1	6005901	147488698	1	1	0	0	1	3	83	1	0.801251956901201	0.0785810406007086	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.825817634887596	0.191095543408603	NA	0	0	0
BS_ZPF89720	2	32371621	32372043	1	0	0	0	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	3	143491646	196392096	3	2	3	1	16	25	83	26	0.501124039156165	1.48684004681285e-14	0	2.22044604925031e-16	24	24	25	25	25	0	0	0	0	NA		 	0.618291523145437	1.22884188657715e-12	6.13197614463948e-16	1	1	0
BS_ZPF89720	4	65342558	147470105	1	0	1	0	0	2	83	1	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_ZPF89720	5	31902555	173612992	2	0	0	0	0	2	83	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	6	NA	NA	0	0	0	0	0	0	83	NA	NA	0.660356930652679	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.731886763446958	NA	0	0	0
BS_ZPF89720	7	74161060	131654898	2	1	1	0	1	5	83	1	0.283886130759827	0.391713087857632	NA	4.44089209850063e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.515737395094788	1.06249381048239e-15	0	0	0
BS_ZPF89720	8	64464292	107958916	1	2	1	0	14	18	83	17	0.409075469129231	7.82611958421637e-19	0	0	15	15	17	17	17	6	7	3	7	0.599915000480008	3	3:143491646-196392096;	0.54273379072591	9.98340646090905e-17	0	1	1	0
BS_ZPF89720	9	137102113	137102427	1	0	0	0	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	10	35955966	37398202	0	1	0	0	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	11	54347423	116132267	1	1	0	0	1	3	83	1	0.801251956901201	0.0465220931571449	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.825817634887596	0.144219108389468	NA	0	0	0
BS_ZPF89720	12	11014298	11078289	1	1	0	0	0	2	83	1	0.572406704470879	0.328407588146247	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.468253122887177	NA	0	0	0
BS_ZPF89720	13	NA	NA	0	0	0	0	0	0	83	NA	NA	0.583618244793873	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.664831393395461	NA	0	0	0
BS_ZPF89720	14	34602868	73848975	2	1	0	0	2	5	83	1	0.144743579414856	0.000988841899017414	NA	1.11022302462516e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.00931384311947702	3.33588138854507e-16	0	0	0
BS_ZPF89720	15	78073852	78074136	1	0	0	0	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	16	15926692	55776728	3	0	0	0	0	3	83	1	0.0292908865348883	0.492233456982152	NA	0.0002723539588807	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.507358120805389	0.594078304568527	0.000332646056648183	0	0	0
BS_ZPF89720	17	19506849	80216444	1	1	0	0	0	2	83	1	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_ZPF89720	18	20578820	20631509	0	0	0	1	0	1	83	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_ZPF89720	19	539958	55065149	6	1	0	0	0	7	83	1	0.0027170098181751	NA	NA	3.30686589222751e-11	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.133064521450525	NA	6.21098802942217e-11	0	0	0
BS_ZPF89720	20	NA	NA	0	0	0	0	0	0	83	NA	NA	0.419508343603903	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.539722639830674	NA	0	0	0
BS_ZPF89720	21	NA	NA	0	0	0	0	0	0	83	NA	NA	0.26502771442947	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.412479387420599	NA	0	0	0
BS_ZPF89720	22	NA	NA	0	0	0	0	0	0	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_ZPF89720	X	29333979	74511233	2	0	1	0	0	3	83	1	0.299780588595712	1	NA	3.05033998060367e-09	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	1	5.1782959882927e-09	0	0	0
BS_0Q8G4N8H	1	32500462	210028484	0	2	0	0	0	2	46	1	0.111610225094713	0.390599306744258	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.515530678153785	NA	0	0	0
BS_0Q8G4N8H	2	NA	NA	0	0	0	0	0	0	46	NA	NA	0.0488181485511587	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.14873566754839	NA	0	0	0
BS_0Q8G4N8H	3	NA	NA	0	0	0	0	0	0	46	NA	NA	0.000745722249878044	0	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.00741049646449511	NA	0	0	0
BS_0Q8G4N8H	4	49286409	49307756	0	7	0	0	0	7	46	1	0.000105276181771498	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.00940467223825378	NA	0	0	0	0
BS_0Q8G4N8H	5	49902123	141214969	1	1	0	0	3	5	46	1	0.531948371210487	0.000246772361733543	NA	NA	NA	NA	NA	NA	NA	9	1	0	8	0.00235856716031132	16	16:70117350-89908375;	0.618291523145437	0.00307443783153383	NA	0	0	0
BS_0Q8G4N8H	6	32640467	32744551	1	1	0	0	0	2	46	1	0.572406704470879	0.271943786537455	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.41801544617341	NA	0	0	0
BS_0Q8G4N8H	7	32973785	63015619	0	0	1	1	0	2	46	1	0.572406704470879	0.23143490489961	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.379346374846623	NA	0	0	0
BS_0Q8G4N8H	8	6976018	7014373	1	0	0	0	0	1	46	1	0.391625176271089	0.213426523160698	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.362800358605728	NA	0	0	0
BS_0Q8G4N8H	9	40229261	42858506	1	0	0	0	0	1	46	1	0.391625176271089	0.49281838284333	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.594078304568527	NA	0	0	0
BS_0Q8G4N8H	10	NA	NA	0	0	0	0	0	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_0Q8G4N8H	11	NA	NA	0	0	0	0	0	0	46	NA	NA	0.186037027490269	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.334098019070512	NA	0	0	0
BS_0Q8G4N8H	12	131577012	131577371	0	1	0	0	0	1	46	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_0Q8G4N8H	13	NA	NA	0	0	0	0	0	0	46	NA	NA	0.114693443666623	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.245628148699176	NA	0	0	0
BS_0Q8G4N8H	14	23326667	23327116	1	0	0	0	0	1	46	1	0.391625176271089	0.419093338638675	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.539722639830674	NA	0	0	0
BS_0Q8G4N8H	15	NA	NA	0	0	0	0	0	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_0Q8G4N8H	16	70117350	89908375	1	0	1	0	0	2	46	1	0.572406704470879	0.0745994267181762	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.18798981910404	NA	0	0	0
BS_0Q8G4N8H	17	NA	NA	0	0	0	0	0	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_0Q8G4N8H	18	NA	NA	0	0	0	0	0	0	46	NA	NA	0.369897303758032	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.500589801303536	NA	0	0	0
BS_0Q8G4N8H	19	2348780	21595547	0	2	0	0	0	2	46	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_0Q8G4N8H	20	NA	NA	0	0	0	0	0	0	46	NA	NA	0.30915396771667	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.451834491297987	NA	0	0	0
BS_0Q8G4N8H	21	NA	NA	0	0	0	0	0	0	46	NA	NA	0.188918949817211	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.337260845003771	NA	0	0	0
BS_0Q8G4N8H	22	NA	NA	0	0	0	0	0	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_0Q8G4N8H	X	131761215	131777054	1	0	0	0	0	1	46	1	0.391625176271089	0.585241500507355	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.665284216384572	NA	0	0	0
BS_BZ4GKDP4	1	209453619	212914397	0	1	0	0	0	1	20	1	0.391625176271089	0.182653570206169	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.329230886183321	NA	0	0	0
BS_BZ4GKDP4	2	125892033	125892410	1	0	0	0	0	1	20	1	0.391625176271089	0.584106722673875	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.664831393395461	NA	0	0	0
BS_BZ4GKDP4	3	NA	NA	0	0	0	0	0	0	20	NA	NA	0.1520409753176	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.294350525623121	NA	0	0	0
BS_BZ4GKDP4	4	NA	NA	0	0	0	0	0	0	20	NA	NA	0.500023128501951	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.60082639869959	NA	0	0	0
BS_BZ4GKDP4	5	NA	NA	0	0	0	0	0	0	20	NA	NA	0.476790020652258	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.583240325450792	NA	0	0	0
BS_BZ4GKDP4	6	8807815	8807905	0	1	0	0	0	1	20	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_BZ4GKDP4	7	NA	NA	0	0	0	0	0	0	20	NA	NA	0.424358153580904	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	NA	0.544232028240137	NA	0	0	0
BS_BZ4GKDP4	8	109758713	109758779	0	1	0	0	0	1	20	1	0.391625176271089	0.0888264225363647	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.205858391565319	NA	0	0	0
BS_BZ4GKDP4	9	NA	NA	0	0	0	0	0	0	20	NA	NA	0.329240600691643	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.468871215837534	NA	0	0	0
BS_BZ4GKDP4	10	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_BZ4GKDP4	11	NA	NA	0	0	0	0	0	0	20	NA	NA	0.0759703162900044	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.19002293946707	NA	0	0	0
BS_BZ4GKDP4	12	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_BZ4GKDP4	13	NA	NA	0	0	0	0	0	0	20	NA	NA	0.0444082771060231	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.144219108389468	NA	0	0	0
BS_BZ4GKDP4	14	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_BZ4GKDP4	15	20332863	21127230	0	0	1	0	0	1	20	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_BZ4GKDP4	16	66288836	66288963	0	1	0	0	0	1	20	1	0.391625176271089	0.237454728046312	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.386407194724282	NA	0	0	0
BS_BZ4GKDP4	17	67858564	81792789	0	2	0	0	0	2	20	1	0.111610225094713	0.239940217140129	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.388995495007122	NA	0	0	0
BS_BZ4GKDP4	18	58550144	58550628	0	1	0	0	0	1	20	1	0.391625176271089	0.237909286735425	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.386463631494375	NA	0	0	0
BS_BZ4GKDP4	19	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_BZ4GKDP4	20	NA	NA	0	0	0	0	0	0	20	NA	NA	0.195514181506581	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.344475969698429	NA	0	0	0
BS_BZ4GKDP4	21	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_BZ4GKDP4	22	22351668	22374442	1	0	0	0	0	1	20	1	0.391625176271089	0.1125982641129	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.242468482133761	NA	0	0	0
BS_BZ4GKDP4	X	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_DH86PF5A	1	218879272	219249018	0	2	1	2	0	5	91	1	0.531948371210487	0.648146616333314	NA	0	NA	NA	8	5	5	0	0	0	0	NA		 	0.618291523145437	0.722653305081491	0	0	0	0
BS_DH86PF5A	2	51658770	141350577	1	1	0	0	1	3	91	2	0.801251956901201	0.188419989596413	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.825817634887596	0.336985217601876	NA	0	0	0
BS_DH86PF5A	3	38336158	140649198	0	2	2	1	4	9	91	6	0.273714781583588	2.41312492579113e-05	NA	0	4	4	4	4	4	26	16	13	8	0.0118987827899361	11_7	11:75037467-75037750;7:26198817-116666532;	0.519796354472894	0.000424594214828856	0	0	0	0
BS_DH86PF5A	4	25461361	179183679	1	1	1	1	0	4	91	1	1	1	NA	8.09525743306061e-06	NA	NA	NA	NA	NA	0	0	0	0	NA		 	1	1	1.1058622747404e-05	0	0	0
BS_DH86PF5A	5	52409066	95631158	2	0	1	0	0	3	91	1	0.299780588595712	0.313020975332157	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.455557312313764	0	0	0	0
BS_DH86PF5A	6	127737167	127739450	1	0	0	0	0	1	91	1	0.391625176271089	0.0899155280284758	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.207603509136768	NA	0	0	0
BS_DH86PF5A	7	26198817	116666532	0	0	1	1	2	4	91	1	0.261464129949111	0.00288687448499071	NA	0.00534616354261075	NA	NA	NA	NA	NA	0	4	4	4	0.261464129949111	3	3:38336158-140649198;	0.519796354472894	0.0208622899974452	0.00590940357041603	0	0	0
BS_DH86PF5A	8	129534621	129692519	0	1	0	0	0	1	91	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_DH86PF5A	9	NA	NA	0	0	0	0	0	0	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_DH86PF5A	10	56598707	96156405	0	0	1	1	0	2	91	1	0.572406704470879	0.199417474550721	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.34816475473479	NA	0	0	0
BS_DH86PF5A	11	75037467	75037750	1	0	0	0	0	1	91	1	0.391625176271089	9.51769994319718e-06	9.82547376793264e-14	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.00019126665502288	NA	0	0	0
BS_DH86PF5A	12	16838236	103979765	2	0	0	0	3	5	91	1	0.283886130759827	0.000102832736455204	NA	0.0105780610395211	NA	NA	NA	NA	NA	26	8	5	8	3.09628458105395e-05	5	5:52409066-95631158;	0.519796354472894	0.00151995591314644	0.0114502478905598	0	0	0
BS_DH86PF5A	13	NA	NA	0	0	0	0	0	0	91	NA	NA	0.126202172846645	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.262311870832681	NA	0	0	0
